CARRIER|ORIGIN|REGION,Sum,Count,Mean
UA|TUS|D,106156.000000,116,915.137931
U7|TUS|I,3441.000000,6,573.500000
U7|BTL|I,1745.000000,1,1745.000000
U7|DRT|D,17619.000000,16,1101.187500
U7|GDL|I,11889.000000,12,990.750000
YX|ILM|D,29295.000000,62,472.500000
U7|MIA|D,937.000000,1,937.000000
GCA|SDQ|I,33935.000000,26,1305.192308
U7|IAG|I,3648.000000,2,1824.000000
U7|ROC|I,1788.000000,1,1788.000000
NLQ|BNA|I,604.000000,1,604.000000
U7|LNS|D,981.000000,1,981.000000
U7|CVG|I,377.000000,1,377.000000
UA|PVG|P,112388.000000,18,6243.777778
2AQ|KEF|I,5158.000000,2,2579.000000
B6|DTW|D,33529.000000,55,609.618182
U7|MSN|D,302.000000,1,302.000000
UA|MSY|A,305.000000,1,305.000000
U7|OPF|D,1576.000000,2,788.000000
F9|MEM|D,40164.000000,48,836.750000
KD|NTD|I,3492.000000,4,873.000000
2NQ|WGO|D,229.000000,1,229.000000
U7|BUF|I,300.000000,1,300.000000
U7|SDM|D,1922.000000,1,1922.000000
U7|AUS|D,876.000000,1,876.000000
XP|ICT|D,2931.000000,3,977.000000
AA|RDU|D,239525.000000,338,708.653846
5X|GDL|L,28926.000000,18,1607.000000
5V|DCU|D,888.000000,1,888.000000
AA|ATL|D,234487.000000,308,761.321429
AA|SYR|D,76125.000000,98,776.785714
G4|RIC|D,37740.000000,57,662.105263
SY|MLI|D,11713.000000,14,836.642857
G4|MTO|D,460.000000,1,460.000000
YB|LKE|I,2178.000000,18,121.000000
NIQ|SXM|I,1701.000000,1,1701.000000
WS|YWG|I,231905.000000,162,1431.512346
G4|ATL|D,9409.000000,14,672.071429
G4|YNG|D,2378.000000,3,792.666667
G4|STL|D,874.000000,2,437.000000
FX|BWD|D,1764.000000,14,126.000000
0Q|RDU|I,205.000000,1,205.000000
9X|VNY|D,1268.000000,7,181.142857
G4|SLC|D,9098.000000,9,1010.888889
G4|IAH|D,1715.000000,2,857.500000
G4|FLL|D,276916.000000,283,978.501767
GCA|MKC|D,1340.000000,3,446.666667
N8|HNL|I,18860.000000,4,4715.000000
G4|WRI|D,3095.000000,3,1031.666667
09Q|LAX|D,24937.000000,23,1084.217391
G4|FAT|D,16938.000000,31,546.387097
G4|SYR|D,92507.000000,91,1016.560440
XP|TOL|D,4564.000000,7,652.000000
G4|DFW|D,1549.000000,2,774.500000
WS|CLT|I,2334.000000,1,2334.000000
ZW|TRI|D,437.000000,1,437.000000
G4|SMX|D,6445.000000,14,460.357143
8V|UMT|D,3170.000000,14,226.428571
UA|PSP|D,128150.000000,136,942.279412
U7|HMO|I,5292.000000,9,588.000000
VJT|ARN|I,24300.000000,5,4860.000000
5D|GDL|I,21829.000000,15,1455.266667
G4|LFT|D,1438.000000,3,479.333333
AV|BAQ|I,16069.000000,14,1147.785714
Y9|LAX|I,6764.000000,4,1691.000000
AOQ|WAW|I,10346.000000,2,5173.000000
AS|MSY|D,76703.000000,38,2018.500000
UA|ROC|D,52782.000000,126,418.904762
PFQ|SPN|I,774.000000,6,129.000000
04Q|DE2|D,373.000000,2,186.500000
DL|IDA|D,1316.000000,7,188.000000
27Q|OPF|D,30587.000000,33,926.878788
DL|CID|D,16651.000000,26,640.423077
3FQ|AVL|I,844.000000,1,844.000000
4C|MIA|I,36405.000000,25,1456.200000
13Q|LEX|I,3261.000000,7,465.857143
AS|PUW|D,1909.000000,3,636.333333
27Q|HVN|D,4913.000000,3,1637.666667
AV|CLO|I,22102.000000,11,2009.272727
GCA|GYY|D,18881.000000,32,590.031250
UA|SWO|D,3371.000000,7,481.571429
TS|MCO|I,58006.000000,43,1348.976744
NC|RSW|D,104.000000,1,104.000000
AA|PHL|D,1475121.000000,1499,984.070047
AA|ORF|D,81056.000000,122,664.393443
UA|MAJ|P,31068.000000,14,2219.142857
B6|EYW|D,14317.000000,19,753.526316
N8|BUF|D,1011.000000,1,1011.000000
QF|LAX|I,475232.000000,71,6693.408451
B6|MIA|D,120282.000000,104,1156.557692
OO|RIW|D,5396.000000,23,234.608696
04Q|DYL|D,670.000000,3,223.333333
B6|PLS|L,76028.000000,58,1310.827586
B6|BUR|D,39326.000000,21,1872.666667
1BQ|RIV|D,1142.000000,1,1142.000000
B6|IAH|D,82007.000000,56,1464.410714
AF|NCE|I,10081.000000,2,5040.500000
7S|KMO|D,158.000000,1,158.000000
B6|SJU|D,328765.000000,224,1467.700893
JL|KIX|I,124050.000000,25,4962.000000
B6|LAS|D,250743.000000,134,1871.216418
VXQ|LIN|I,4029.000000,1,4029.000000
B6|TPA|D,212002.000000,211,1004.748815
9K|AXA|D,1260.000000,10,126.000000
B6|JFK|L,1380867.000000,776,1779.467784
RV|PHX|I,75893.000000,38,1997.184211
AN|MCE|D,20494.000000,74,276.945946
VB|IND|I,354.000000,2,177.000000
SY|AVL|D,13751.000000,19,723.736842
N8|MXP|I,5392.000000,1,5392.000000
07Q|BNA|I,6172.000000,9,685.777778
VB|MTY|I,201184.000000,236,852.474576
GCA|MKE|D,19532.000000,32,610.375000
3FQ|BZN|I,1762.000000,1,1762.000000
VB|ORD|I,141608.000000,90,1573.422222
VB|CUN|I,56852.000000,46,1235.913043
C5|FWA|D,90.000000,1,90.000000
GCA|ABQ|D,937.000000,2,468.500000
B6|STI|L,140900.000000,104,1354.807692
27Q|GON|D,1185.000000,1,1185.000000
AMQ|YXU|I,1747.000000,3,582.333333
GCA|ROA|D,4531.000000,8,566.375000
GCA|EFD|D,658.000000,1,658.000000
SY|GRR|D,22590.000000,33,684.545455
G4|NGU|D,1388.000000,1,1388.000000
G4|LSV|D,4058.000000,3,1352.666667
GCA|ORF|D,3702.000000,5,740.400000
VI|VQS|D,864.000000,34,25.411765
AA|OGG|D,154005.000000,50,3080.100000
AA|MSO|D,11880.000000,9,1320.000000
9E|GSP|D,14865.000000,36,412.916667
G4|LAF|D,3325.000000,2,1662.500000
IFQ|ORK|I,3115.000000,1,3115.000000
G4|HDN|D,117.000000,1,117.000000
G4|NYL|D,2164.000000,1,2164.000000
VJT|JED|I,6593.000000,1,6593.000000
AS|SJC|D,314394.000000,195,1612.276923
5Y|DOV|D,3412.000000,2,1706.000000
MX|PNS|D,3847.000000,11,349.727273
G4|SDF|D,82180.000000,113,727.256637
G4|MGE|D,801.000000,1,801.000000
G4|ECP|D,1932.000000,2,966.000000
FX|GSO|D,55044.000000,134,410.776119
G4|CRW|D,1469.000000,1,1469.000000
MX|PHF|D,417.000000,1,417.000000
KLQ|ICT|D,2590.000000,2,1295.000000
G4|LGB|D,588.000000,1,588.000000
G4|DLF|D,1448.000000,1,1448.000000
1BQ|SYR|D,6075.000000,4,1518.750000
G4|COU|D,1464.000000,2,732.000000
27Q|SBP|D,2603.000000,1,2603.000000
G4|AGS|D,1425.000000,1,1425.000000
OO|DHN|D,4564.000000,17,268.470588
KO|SHX|D,1570.000000,6,261.666667
AOQ|BGO|I,4570.000000,1,4570.000000
G4|MKC|D,2344.000000,2,1172.000000
G4|CPS|D,1635.000000,3,545.000000
UA|NRT|P,591428.000000,119,4969.983193
L2|SDM|D,3670.000000,2,1835.000000
G4|BAF|D,555.000000,1,555.000000
MQ|AXA|L,16655.000000,16,1040.937500
G4|MBS|D,263.000000,1,263.000000
HA|SLC|D,36516.000000,13,2808.923077
G4|TOL|D,62080.000000,67,926.567164
HAQ|AXA|I,1661.000000,1,1661.000000
G4|BQK|D,609.000000,1,609.000000
G4|CEF|D,488.000000,1,488.000000
KL|ATL|I,154035.000000,35,4401.000000
G4|HKY|D,724.000000,1,724.000000
04Q|SBY|D,190.000000,1,190.000000
SY|INL|D,5034.000000,6,839.000000
G4|MOB|D,557.000000,1,557.000000
04Q|DAY|D,709.000000,1,709.000000
G4|BFL|D,4656.000000,2,2328.000000
FX|MQT|D,3073.000000,13,236.384615
YX|TUL|D,45249.000000,45,1005.533333
SY|PIA|D,13411.000000,20,670.550000
AA|LEX|D,28425.000000,49,580.102041
AS|OGG|D,458692.000000,189,2426.941799
UA|GSO|D,66.000000,1,66.000000
W2|MRS|I,3925.000000,1,3925.000000
6F|RDV|D,26.000000,1,26.000000
UA|PIA|D,130.000000,1,130.000000
AV|SAL|I,24783.000000,12,2065.250000
AA|TUP|D,508.000000,1,508.000000
UA|RDU|L,832.000000,2,416.000000
WG|AUS|I,1639.000000,1,1639.000000
WG|SJO|I,2721.000000,1,2721.000000
0Q|OPF|I,6318.000000,6,1053.000000
AA|LAX|D,1253839.000000,784,1599.284439
UA|AMA|D,1842.000000,3,614.000000
G4|YIP|D,6480.000000,7,925.714286
VB|ONT|I,47.000000,1,47.000000
VB|SMF|I,75.000000,1,75.000000
VB|TPA|I,162.000000,2,81.000000
AV|BOS|I,46782.000000,18,2599.000000
VB|DEN|I,23138.000000,23,1006.000000
PT|FAY|D,2357.000000,20,117.850000
Y4|LAS|I,128263.000000,97,1322.298969
VB|PIT|I,5584.000000,4,1396.000000
SY|HIB|D,7711.000000,9,856.777778
04Q|RSW|D,1776.000000,11,161.454545
VB|MSY|I,1302.000000,2,651.000000
Q6|JFK|I,27157.000000,13,2089.000000
OO|CID|D,35801.000000,95,376.852632
Q6|SAL|I,34538.000000,17,2031.647059
CI|GUM|I,3458.000000,2,1729.000000
AC|NAS|I,366.000000,2,183.000000
KAQ|NGO|I,138909.000000,21,6614.714286
UA|MHK|D,4871.000000,8,608.875000
8C|CLT|D,34623.000000,32,1081.968750
UA|ACT|D,4678.000000,7,668.285714
AS|CID|D,3090.000000,2,1545.000000
SY|BFM|D,21103.000000,27,781.592593
UA|AUA|L,163488.000000,83,1969.734940
UA|CZM|L,50381.000000,43,1171.651163
MQ|SJU|D,11495.000000,11,1045.000000
UA|GUM|D,88837.000000,33,2692.030303
DL|YVR|D,51569.000000,43,1199.279070
1HQ|MAO|I,2411.000000,1,2411.000000
B6|POP|L,70551.000000,48,1469.812500
B6|UIO|L,10836.000000,6,1806.000000
DL|YEG|D,22919.000000,21,1091.380952
AS|ADK|D,36952.000000,31,1192.000000
DL|NLU|L,5369.000000,4,1342.250000
GCA|YYZ|I,6553.000000,6,1092.166667
DL|MTY|L,24955.000000,23,1085.000000
9E|ILM|D,13308.000000,33,403.272727
DL|YWG|D,19826.000000,35,566.457143
DL|CHA|D,4576.000000,43,106.418605
KAH|OLM|D,71.000000,1,71.000000
UA|DEN|L,318174.000000,180,1767.633333
DL|LAX|L,210204.000000,120,1751.700000
DL|RDU|L,6832.000000,6,1138.666667
AOQ|KEF|I,2589.000000,1,2589.000000
5V|WTK|D,1389.000000,3,463.000000
DL|CUN|L,330074.000000,207,1594.560386
UA|SDQ|L,50361.000000,33,1526.090909
SY|MKC|D,21986.000000,37,594.216216
DL|RTB|L,21582.000000,18,1199.000000
DL|LSE|D,595.000000,5,119.000000
YX|MYR|D,24362.000000,48,507.541667
3EQ|BFI|D,20532.000000,17,1207.764706
W8|BDA|I,5152.000000,6,858.666667
UA|CKB|D,6092.000000,6,1015.333333
WL|SFB|D,96.000000,1,96.000000
DL|FOE|D,1750.000000,2,875.000000
GCA|MSY|D,2724.000000,7,389.142857
04Q|SJU|D,36112.000000,146,247.342466
GCA|GSP|D,3784.000000,9,420.444444
V8|RDB|D,688.000000,2,344.000000
GCA|EWR|D,26054.000000,43,605.906977
AA|SWF|D,480.000000,2,240.000000
LH|KEF|I,15625.000000,5,3125.000000
3FQ|LGA|D,2466.000000,1,2466.000000
GCA|CID|D,12157.000000,18,675.388889
GCA|CMI|D,7170.000000,12,597.500000
GCA|BTR|D,2404.000000,5,480.800000
GCA|GSO|D,4818.000000,6,803.000000
GCA|LUK|D,1021.000000,3,340.333333
GCA|TLH|D,16280.000000,29,561.379310
5V|VDZ|D,284.000000,2,142.000000
GCA|MIA|D,194193.000000,205,947.282927
1ZQ|DFW|I,5224.000000,1,5224.000000
GCA|ATL|D,8024.000000,14,573.142857
FX|CAR|D,249.000000,1,249.000000
8V|A18|D,326.000000,3,108.666667
LF|IDA|D,729.000000,1,729.000000
GCA|HPN|D,18182.000000,23,790.521739
GCA|YIP|D,4972.000000,8,621.500000
GCA|CAE|D,1987.000000,4,496.750000
G4|EVV|D,31708.000000,44,720.636364
GCA|CKB|D,3005.000000,4,751.250000
UA|PVR|L,171161.000000,119,1438.327731
GCA|SYR|D,18823.000000,25,752.920000
VJT|PDX|I,14478.000000,3,4826.000000
EK|DXB|I,1204365.000000,159,7574.622642
B6|SYR|D,31602.000000,69,458.000000
GCA|SWO|D,1430.000000,2,715.000000
UA|SLP|L,13455.000000,22,611.590909
AN|JAC|D,3230.000000,4,807.500000
KAH|PAO|D,1486.000000,2,743.000000
GCA|FLL|D,8592.000000,14,613.714286
GCA|BRO|D,2473.000000,2,1236.500000
KLQ|MGA|I,1365.000000,1,1365.000000
GCA|OMA|D,18665.000000,20,933.250000
GCA|HAV|I,18158.000000,50,363.160000
UA|IAD|A,1502224.000000,355,4231.616901
17Q|PSA|I,8861.000000,2,4430.500000
GCA|LBB|D,3781.000000,5,756.200000
GCA|MTY|I,2395.000000,2,1197.500000
MQ|VER|L,10439.000000,11,949.000000
SY|CHA|D,22333.000000,33,676.757576
GCA|BED|I,4873.000000,3,1624.333333
3FQ|MIA|I,3369.000000,4,842.250000
GCA|FOE|D,23729.000000,31,765.451613
27Q|BCT|D,7619.000000,8,952.375000
GCA|IND|D,2365.000000,4,591.250000
YX|CHA|D,3006.000000,6,501.000000
GFQ|YMX|D,510.000000,1,510.000000
KAQ|NRT|I,39397.000000,7,5628.142857
GCA|SDF|D,5439.000000,9,604.333333
SY|RST|D,8516.000000,14,608.285714
GCA|SBA|D,2516.000000,1,2516.000000
OO|YUM|D,21786.000000,49,444.612245
V8|AKP|D,485.000000,1,485.000000
GCA|PIB|D,1392.000000,2,696.000000
B6|ORF|D,1596.000000,4,399.000000
GCA|FSD|D,1199.000000,2,599.500000
09Q|MDT|D,3689.000000,3,1229.666667
GCA|ADW|I,9171.000000,7,1310.142857
DL|TPE|P,42518.000000,7,6074.000000
3EQ|SAF|D,5909.000000,10,590.900000
SY|CLT|D,47990.000000,81,592.469136
GCA|IAD|I,3995.000000,3,1331.666667
AS|SNA|D,60442.000000,71,851.295775
3FQ|DPA|D,253.000000,1,253.000000
SY|CHO|D,4894.000000,6,815.666667
2JQ|SCF|D,22717.000000,56,405.660714
GCA|COU|D,828.000000,2,414.000000
GCA|RDU|I,3621.000000,4,905.250000
OO|AMA|D,15034.000000,50,300.680000
GJQ|EWR|I,4956.000000,1,4956.000000
09Q|SFB|D,3632.000000,5,726.400000
JL|BOS|I,87113.000000,13,6701.000000
GCA|FOE|I,2324.000000,1,2324.000000
15Q|SFO|I,1846.000000,1,1846.000000
GCA|DSM|D,2539.000000,4,634.750000
5Y|JFK|I,165140.000000,48,3440.416667
5V|CAE|D,1064.000000,1,1064.000000
04Q|SOP|D,1605.000000,3,535.000000
VB|BNA|I,3117.000000,3,1039.000000
GCA|MFE|D,35628.000000,45,791.733333
OO|MSN|D,31538.000000,113,279.097345
GCA|BDL|D,6840.000000,8,855.000000
GCA|HOG|I,18923.000000,35,540.657143
HAQ|SUS|I,670.000000,1,670.000000
GCA|ADW|D,7907.000000,6,1317.833333
C5|JAN|D,8917.000000,22,405.318182
MX|DFW|D,10078.000000,11,916.181818
L2|SJD|I,722.000000,1,722.000000
3EQ|DTW|D,3954.000000,2,1977.000000
GCA|MDE|I,2112.000000,2,1056.000000
GCA|ISP|D,3625.000000,3,1208.333333
GCA|SVD|I,6581.000000,4,1645.250000
FX|HSV|D,2208.000000,12,184.000000
LF|EAR|D,1650.000000,2,825.000000
GCA|HRL|I,132320.000000,96,1378.333333
SY|FSD|D,12407.000000,16,775.437500
GCA|GUA|I,82075.000000,66,1243.560606
GCA|FLL|I,15681.000000,12,1306.750000
7H|YIP|D,1418.000000,2,709.000000
GCA|NJK|D,2026.000000,1,2026.000000
LF|MYR|D,585.000000,1,585.000000
GCA|NKX|D,1637.000000,1,1637.000000
GCA|MFE|I,18009.000000,16,1125.562500
FX|COS|D,15461.000000,29,533.137931
9E|ICT|D,5237.000000,7,748.142857
7H|MIA|I,3374.000000,7,482.000000
4C|MCO|I,23772.000000,14,1698.000000
UA|ABQ|L,698.000000,2,349.000000
JL|JFK|I,81276.000000,12,6773.000000
3EQ|PTK|D,2466.000000,2,1233.000000
AM|LAX|I,125066.000000,85,1471.364706
GCA|PVD|D,3434.000000,5,686.800000
UA|MGA|L,44639.000000,32,1394.968750
GV|CZF|D,3276.000000,21,156.000000
AS|MSP|D,98295.000000,68,1445.514706
SY|CHS|D,17952.000000,33,544.000000
09Q|SAN|D,13994.000000,13,1076.461538
UA|BGI|L,64346.000000,31,2075.677419
UA|FTW|D,1602.000000,4,400.500000
GEQ|GSP|I,12546.000000,3,4182.000000
UA|EWR|P,210655.000000,33,6383.484848
LR|DFW|I,15741.000000,11,1431.000000
6F|GAL|D,724.000000,3,241.333333
MX|LNK|D,15261.000000,19,803.210526
GCA|CHS|D,978.000000,2,489.000000
AM|ORD|I,83157.000000,49,1697.081633
C5|MSY|D,744.000000,4,186.000000
NLQ|ABE|I,1233.000000,1,1233.000000
KE|YYZ|I,45480.000000,15,3032.000000
G4|LEX|D,101530.000000,121,839.090909
NLQ|YOW|I,898.000000,2,449.000000
X9|MIA|D,2247.000000,2,1123.500000
UA|TUS|L,451.000000,1,451.000000
7H|IAD|D,3730.000000,11,339.090909
AS|AKN|D,18809.000000,60,313.483333
AS|DLG|D,10723.000000,41,261.536585
5V|NUL|D,6177.000000,34,181.676471
FI|BOS|I,108585.000000,45,2413.000000
FI|KEF|I,950808.000000,327,2907.669725
FI|DEN|I,64224.000000,18,3568.000000
DL|PVU|D,8809.000000,14,629.214286
EM|FCA|D,2044.000000,16,127.750000
UA|KIX|P,137818.000000,34,4053.470588
FI|EWR|I,67626.000000,26,2601.000000
FX|MSY|D,17756.000000,48,369.916667
FI|SEA|I,90550.000000,25,3622.000000
XL|BOG|I,3478.000000,1,3478.000000
GCQ|AXA|I,1224.000000,1,1224.000000
FI|BWI|I,58002.000000,21,2762.000000
AA|OAX|L,24346.000000,23,1058.521739
AA|SAT|D,184642.000000,243,759.843621
G7|CID|D,1960.000000,10,196.000000
QT|SAL|I,24819.000000,11,2256.272727
UA|RIC|L,100.000000,1,100.000000
SY|BJC|D,1267.000000,2,633.500000
UA|YQX|A,1675.000000,1,1675.000000
DL|PLS|L,62331.000000,48,1298.562500
7S|1AK|D,91.000000,1,91.000000
DL|PWM|D,35464.000000,37,958.486486
VJT|LGA|I,33616.000000,8,4202.000000
VJT|JER|I,4399.000000,1,4399.000000
UA|TQO|L,58500.000000,46,1271.739130
DL|TCL|D,4256.000000,14,304.000000
27Q|FLR|I,4104.000000,1,4104.000000
DL|MIA|L,5895.000000,21,280.714286
DL|MKC|D,14622.000000,16,913.875000
WL|GUA|I,1017.000000,1,1017.000000
4C|MDE|I,13880.000000,10,1388.000000
XP|PBI|D,37602.000000,38,989.526316
DL|JFK|L,526769.000000,254,2073.893701
DL|CTG|L,21417.000000,13,1647.461538
04Q|RKD|D,5978.000000,27,221.407407
DL|MCO|D,556563.000000,612,909.416667
27Q|SAN|I,3421.000000,1,3421.000000
AC|YVR|I,430139.000000,280,1536.210714
DL|HAV|L,3075.000000,13,236.538462
15Q|PIT|I,3965.000000,1,3965.000000
UA|MGM|D,571.000000,1,571.000000
LR|SAL|I,68637.000000,35,1961.057143
5X|BNA|D,302.000000,2,151.000000
X9|IAD|D,9346.000000,8,1168.250000
UA|MBJ|L,180748.000000,114,1585.508772
15Q|SSI|I,4277.000000,1,4277.000000
AS|RAP|D,300.000000,1,300.000000
DL|BOS|L,78080.000000,48,1626.666667
DL|ANU|L,30430.000000,17,1790.000000
U7|ELP|I,6717.000000,12,559.750000
VJT|STN|I,14570.000000,3,4856.666667
DL|CUR|L,24587.000000,14,1756.214286
FX|SAN|L,216.000000,12,18.000000
DL|PSP|D,61891.000000,44,1406.613636
09Q|RNO|D,2585.000000,5,517.000000
B6|BED|D,6649.000000,7,949.857143
GCA|FCA|D,484.000000,1,484.000000
LF|RAP|D,1011.000000,1,1011.000000
09Q|CRP|D,1817.000000,1,1817.000000
SY|PLS|L,7956.000000,4,1989.000000
07Q|YYC|I,29930.000000,27,1108.518519
09Q|MID|I,940.000000,1,940.000000
F9|FSD|D,17871.000000,37,483.000000
LF|MHE|D,2789.000000,3,929.666667
PFQ|PPG|I,36660.000000,14,2618.571429
ARQ|FLL|I,4430.000000,1,4430.000000
LY|TLV|I,716953.000000,115,6234.373913
ARQ|STN|I,4430.000000,1,4430.000000
ARQ|IAD|I,3938.000000,1,3938.000000
WS|SAT|I,191.000000,1,191.000000
G4|DAL|D,19944.000000,23,867.130435
WS|PDX|I,9882.000000,18,549.000000
WS|HNL|I,140430.000000,48,2925.625000
0CQ|DUB|I,2804.000000,1,2804.000000
XP|BTR|D,2867.000000,4,716.750000
WS|ATL|I,241700.000000,131,1845.038168
GV|KCG|D,3763.000000,59,63.779661
KLQ|ELP|I,1740.000000,3,580.000000
OO|MZT|L,12475.000000,13,959.615385
PT|MEM|D,188.000000,1,188.000000
1BQ|LGB|D,2914.000000,2,1457.000000
WS|SAN|I,62522.000000,50,1250.440000
WS|LIH|I,32688.000000,12,2724.000000
04Q|YUL|D,1955.000000,7,279.285714
WS|SJU|I,13377.000000,7,1911.000000
02Q|BFI|I,2691.000000,1,2691.000000
02Q|AUS|I,1103.000000,1,1103.000000
AA|CUN|L,400800.000000,335,1196.417910
02Q|BGI|I,2086.000000,1,2086.000000
02Q|JFK|I,3471.000000,1,3471.000000
27Q|SCF|I,1213.000000,1,1213.000000
02Q|PAE|I,2850.000000,2,1425.000000
02Q|PTY|I,1873.000000,1,1873.000000
02Q|KOA|I,6528.000000,2,3264.000000
02Q|PDL|I,12996.000000,4,3249.000000
RV|YHZ|I,29162.000000,19,1534.842105
SY|MBJ|L,14053.000000,8,1756.625000
DL|OGD|D,28.000000,1,28.000000
RV|PDX|I,12582.000000,6,2097.000000
DL|SHV|D,1524.000000,8,190.500000
SY|ORD|L,3552.000000,6,592.000000
AS|SFO|D,1122146.000000,731,1535.083447
AS|BIL|D,3055.000000,4,763.750000
EM|C01|D,45.000000,1,45.000000
AS|EWR|D,470626.000000,196,2401.153061
UA|GJT|L,212.000000,1,212.000000
B6|MSY|L,1369.000000,1,1369.000000
DL|SJU|L,7514.000000,9,834.888889
CM|ORD|I,65072.000000,28,2324.000000
B6|SXM|L,97711.000000,58,1684.672414
9X|OR4|D,994.000000,2,497.000000
B6|FLL|L,168953.000000,177,954.536723
13Q|APC|I,4644.000000,3,1548.000000
B6|BQN|L,666.000000,9,74.000000
27Q|MHH|I,214.000000,1,214.000000
B6|LAX|D,420536.000000,213,1974.347418
LA|AMS|I,13899.000000,3,4633.000000
SVW|LTN|I,12333.000000,3,4111.000000
B6|AUA|L,194286.000000,101,1923.623762
B6|PSP|D,12666.000000,6,2111.000000
B6|CUR|L,33132.000000,17,1948.941176
JWQ|MIA|I,2342.000000,1,2342.000000
KLQ|PSK|D,1149.000000,3,383.000000
B6|MHT|D,135.000000,3,45.000000
B6|BDA|L,43104.000000,56,769.714286
B6|SEA|D,94013.000000,39,2410.589744
B6|GYE|L,65807.000000,27,2437.296296
N8|LIM|I,9866.000000,3,3288.666667
B6|CHS|L,2186.000000,2,1093.000000
OO|AUS|D,122514.000000,177,692.169492
B6|HLN|D,70.000000,1,70.000000
B6|CTG|L,43726.000000,21,2082.190476
KLQ|PHL|D,4563.000000,9,507.000000
B6|PBI|L,199.000000,1,199.000000
OH|GNV|D,22331.000000,38,587.657895
WN|CUN|L,509605.000000,434,1174.205069
GFQ|MKL|D,570.000000,1,570.000000
B6|COS|D,73.000000,1,73.000000
B6|BOS|L,608550.000000,368,1653.668478
09Q|AUS|D,15664.000000,24,652.666667
DL|BZE|L,43917.000000,34,1291.676471
AC|MEX|I,3312.000000,2,1656.000000
7S|MCG|D,5471.000000,25,218.840000
AS|STL|D,90133.000000,53,1700.622642
AS|KOA|D,376283.000000,148,2542.452703
X9|MCO|D,3245.000000,3,1081.666667
AS|ATL|D,157315.000000,81,1942.160494
OO|LBL|D,4663.000000,24,194.291667
AS|FLL|D,277937.000000,122,2278.172131
AS|CMH|D,76374.000000,39,1958.307692
AS|BOS|D,412240.000000,162,2544.691358
LF|LWB|D,6407.000000,38,168.605263
SY|BUF|D,18364.000000,31,592.387097
DE|BOS|I,25577.000000,7,3653.857143
EM|AFW|D,6015.000000,25,240.600000
OG|KEF|I,174161.000000,67,2599.417910
13Q|YQB|I,2506.000000,3,835.333333
AS|MCI|D,84603.000000,61,1386.934426
KLQ|ANB|D,4266.000000,6,711.000000
AS|SFO|L,236371.000000,149,1586.382550
MX|BIL|D,750.000000,1,750.000000
AS|LWS|D,664.000000,1,664.000000
AS|BZE|L,118316.000000,50,2366.320000
AS|RDU|D,94393.000000,41,2302.268293
UA|PLS|L,95552.000000,70,1365.028571
5V|PIZ|D,1010.000000,4,252.500000
WS|PHX|I,210701.000000,164,1284.762195
AS|CUN|L,272848.000000,116,2352.137931
G4|CHS|D,22375.000000,43,520.348837
L2|LRD|I,7005.000000,12,583.750000
AA|POS|L,35712.000000,22,1623.272727
DL|SCE|D,1167.000000,2,583.500000
AMQ|JZT|I,543.000000,1,543.000000
AS|BDL|D,5156.000000,3,1718.666667
AS|DTW|D,81353.000000,45,1807.844444
AS|IND|D,76045.000000,44,1728.295455
UA|ARN|A,23388.000000,6,3898.000000
DL|SKB|L,27448.000000,17,1614.588235
X9|CPR|D,2624.000000,2,1312.000000
Y4|LAX|I,331113.000000,234,1415.012821
AS|RDM|D,12540.000000,55,228.000000
OH|HOU|D,1482.000000,6,247.000000
AS|SJC|L,132567.000000,91,1456.780220
7H|FRG|I,3432.000000,5,686.400000
AS|PDX|L,139852.000000,72,1942.388889
Q6|LAX|I,52656.000000,24,2194.000000
XP|CAE|D,1229.000000,3,409.666667
PT|ALO|D,468.000000,2,234.000000
1BQ|CHS|D,2198.000000,1,2198.000000
AN|AUS|D,2338.000000,2,1169.000000
DL|BFI|D,65849.000000,61,1079.491803
UA|SNN|A,63046.000000,19,3318.210526
EM|RBG|D,2586.000000,39,66.307692
04Q|MHT|D,1080.000000,6,180.000000
AA|PGV|D,637.000000,1,637.000000
AQB|PVD|I,3795.000000,1,3795.000000
XP|LAL|D,36034.000000,40,900.850000
1YQ|EIS|D,192.000000,2,96.000000
SWQ|NCE|I,3996.000000,1,3996.000000
AS|ZLO|L,39870.000000,30,1329.000000
MQ|BTV|D,11452.000000,18,636.222222
NIQ|GVA|I,5349.000000,1,5349.000000
UA|RFD|A,63.000000,1,63.000000
UA|MHT|A,209.000000,1,209.000000
UA|CLT|L,529.000000,1,529.000000
Y4|MIA|I,114334.000000,82,1394.317073
Y4|BJX|I,266727.000000,166,1606.789157
UA|ORD|P,100395.000000,16,6274.687500
ALQ|OPF|I,4441.000000,1,4441.000000
Y4|AGU|I,55691.000000,39,1427.974359
LR|LAX|I,54156.000000,24,2256.500000
Y4|CLT|I,42375.000000,25,1695.000000
UA|FSD|D,35263.000000,73,483.054795
5V|YQG|I,30.000000,1,30.000000
V8|EGX|D,942.000000,4,235.500000
5V|LGB|D,1701.000000,2,850.500000
15Q|FMO|I,5159.000000,1,5159.000000
DL|DFW|D,422494.000000,406,1040.625616
5V|LAF|D,148.000000,1,148.000000
5X|TPA|D,53183.000000,97,548.278351
5V|TOL|D,5524.000000,5,1104.800000
5V|SHV|D,478.000000,1,478.000000
XP|CUN|I,4538.000000,4,1134.500000
L2|KIN|I,1626.000000,1,1626.000000
UA|MTY|L,21320.000000,45,473.777778
