CARRIER,ORIGIN,Sum,Count,Mean
3S,HKG,150177.000000,22,6826.227273
3S,IAH,121124.000000,25,4844.960000
3S,IND,99.000000,1,99.000000
3S,JFK,70791.000000,20,3539.550000
3S,KIX,17226.000000,3,5742.000000
3S,LAX,82414.000000,21,3924.476190
3S,LEJ,40068.000000,9,4452.000000
3S,MIA,4968.000000,2,2484.000000
3S,NRT,19611.000000,3,6537.000000
3S,ORD,64757.000000,27,2398.407407
3S,SEA,52312.000000,20,2615.600000
3S,SIN,6665.000000,1,6665.000000
3S,SNN,6671.000000,2,3335.500000
3S,SZX,45576.000000,9,5064.000000
3S,YMX,997.000000,1,997.000000
3S,YYZ,28804.000000,33,872.848485
3U,LAX,86460.000000,12,7205.000000
3U,TFU,86460.000000,12,7205.000000
4B,BOS,3144.000000,12,262.000000
4B,MSS,3144.000000,12,262.000000
4B,PDT,2184.000000,12,182.000000
4B,PDX,2184.000000,12,182.000000
4C,BOG,61230.000000,39,1570.000000
4C,MCO,23772.000000,14,1698.000000
4C,MDE,13880.000000,10,1388.000000
4C,MIA,36405.000000,25,1456.200000
4W,05A,191.000000,1,191.000000
4W,A01,280.000000,8,35.000000
4W,A26,715.000000,3,238.333333
4W,A27,1092.000000,12,91.000000
4W,ABL,23.000000,1,23.000000
4W,AET,1655.000000,10,165.500000
4W,AKP,920.000000,5,184.000000
4W,ANV,34.000000,1,34.000000
4W,ARC,978.000000,5,195.600000
4W,BTT,884.000000,8,110.500000
4W,CEM,1545.000000,23,67.173913
4W,CIK,1426.000000,9,158.444444
4W,CXF,6006.000000,46,130.565217
4W,EAA,326.000000,2,163.000000
4W,ENN,41.000000,1,41.000000
4W,FAI,38637.000000,289,133.692042
4W,FYU,2227.000000,18,123.722222
4W,GAL,2971.000000,15,198.066667
4W,HCR,410.000000,1,410.000000
4W,HKB,1623.000000,14,115.928571
4W,HSL,2150.000000,9,238.888889
4W,HUS,1688.000000,9,187.555556
4W,IRC,2274.000000,27,84.222222
4W,KAL,774.000000,4,193.500000
4W,KBC,955.000000,9,106.111111
4W,KGX,790.000000,2,395.000000
4W,KYU,359.000000,2,179.500000
4W,MCG,396.000000,2,198.000000
4W,MHM,296.000000,2,148.000000
4W,MLY,1195.000000,25,47.800000
4W,MNT,1202.000000,26,46.230769
4W,NUI,383.000000,1,383.000000
4W,NUL,1290.000000,7,184.285714
4W,OBU,294.000000,1,294.000000
4W,ORT,222.000000,1,222.000000
4W,RBY,1983.000000,11,180.272727
4W,RMP,2343.000000,33,71.000000
4W,SCC,1865.000000,5,373.000000
4W,SHG,7.000000,1,7.000000
4W,SHX,21.000000,1,21.000000
4W,SVS,3028.000000,40,75.700000
4W,TAL,635.000000,5,127.000000
4W,TCT,134.000000,1,134.000000
4W,VEE,306.000000,2,153.000000
4W,WBQ,3939.000000,44,89.522727
4W,WCR,196.000000,4,49.000000
4W,WSM,380.000000,2,190.000000
4Y,ANC,23316.000000,5,4663.200000
4Y,BOS,7338.000000,2,3669.000000
4Y,FRA,329185.000000,69,4770.797101
4Y,KEF,2680.000000,1,2680.000000
4Y,LAS,91794.000000,20,4589.700000
4Y,MCO,58037.000000,13,4464.384615
4Y,MIA,204.000000,1,204.000000
4Y,MSP,4392.000000,1,4392.000000
4Y,ONT,197.000000,1,197.000000
4Y,ORD,4343.000000,1,4343.000000
4Y,PHL,47376.000000,12,3948.000000
4Y,RSW,58394.000000,13,4491.846154
4Y,SWF,7662.000000,2,3831.000000
4Y,TPA,58435.000000,14,4173.928571
4Y,YHZ,692.000000,1,692.000000
5D,ATL,60329.000000,47,1283.595745
5D,AUS,6904.000000,10,690.400000
5D,BJX,13590.000000,10,1359.000000
5D,DFW,11078.000000,12,923.166667
5D,DTW,44550.000000,27,1650.000000
5D,GDL,21829.000000,15,1455.266667
5D,IAH,16063.000000,23,698.391304
5D,LAX,1232.000000,1,1232.000000
5D,MCO,5205.000000,5,1041.000000
5D,MEX,59089.000000,60,984.816667
5D,MFE,5408.000000,13,416.000000
5D,MIA,3828.000000,3,1276.000000
5D,MID,3724.000000,4,931.000000
5D,MTY,35373.000000,30,1179.100000
5D,NLU,14457.000000,24,602.375000
5D,ORD,705.000000,3,235.000000
5D,QRO,31960.000000,20,1598.000000
5D,RDU,11718.000000,7,1674.000000
5D,SAT,9413.000000,15,627.533333
5D,SLC,3965.000000,3,1321.666667
5D,TPA,7057.000000,6,1176.166667
5D,ZLO,3184.000000,2,1592.000000
5V,A26,666.000000,2,333.000000
5V,A63,353.000000,3,117.666667
5V,A6K,73.000000,1,73.000000
5V,ABL,323.000000,1,323.000000
5V,ADQ,253.000000,1,253.000000
5V,AET,5365.000000,34,157.794118
5V,AIN,2794.000000,6,465.666667
5V,AKN,4659.000000,23,202.565217
5V,AKP,17581.000000,75,234.413333
5V,ANB,1536.000000,2,768.000000
5V,ANC,56219.000000,152,369.861842
5V,ANI,4770.000000,15,318.000000
5V,ANV,621.000000,5,124.200000
5V,ARC,9597.000000,50,191.940000
5V,ATK,3909.000000,11,355.363636
5V,BET,8003.000000,29,275.965517
5V,BMI,3895.000000,4,973.750000
5V,BRW,3640.000000,8,455.000000
5V,BTI,10631.000000,29,366.586207
5V,BTT,895.000000,5,179.000000
5V,CAE,1064.000000,1,1064.000000
5V,CDB,1860.000000,3,620.000000
5V,CDL,896.000000,3,298.666667
5V,CHS,1217.000000,1,1217.000000
5V,CIK,5303.000000,31,171.064516
5V,CNO,10258.000000,5,2051.600000
5V,CRW,1275.000000,1,1275.000000
5V,CUU,1673.000000,2,836.500000
5V,DAY,6867.000000,5,1373.400000
5V,DCU,888.000000,1,888.000000
5V,DLG,6925.000000,34,203.676471
5V,DRG,437.000000,1,437.000000
5V,DRT,1315.000000,1,1315.000000
5V,DTO,1178.000000,1,1178.000000
5V,EAA,3900.000000,21,185.714286
5V,EGX,331.000000,1,331.000000
5V,ELP,4504.000000,4,1126.000000
5V,ENA,2270.000000,9,252.222222
5V,ENN,41.000000,1,41.000000
5V,FAI,134391.000000,527,255.011385
5V,FBK,317.000000,3,105.666667
5V,FLL,571.000000,1,571.000000
5V,FWA,2462.000000,2,1231.000000
5V,FYU,6217.000000,48,129.520833
5V,GAL,22324.000000,135,165.362963
5V,GBH,774.000000,3,258.000000
5V,GDC,2252.000000,2,1126.000000
5V,GDL,2430.000000,2,1215.000000
5V,GEK,783.000000,3,261.000000
5V,GSP,6978.000000,6,1163.000000
5V,GYR,1962.000000,1,1962.000000
5V,HCR,1710.000000,6,285.000000
5V,HSL,8313.000000,52,159.865385
5V,HUS,1688.000000,9,187.555556
5V,IAN,386.000000,1,386.000000
5V,ILI,390.000000,2,195.000000
5V,IND,1129.000000,1,1129.000000
5V,IRC,130.000000,1,130.000000
5V,JZE,65.000000,1,65.000000
5V,JZM,244.000000,1,244.000000
5V,KAL,2506.000000,10,250.600000
5V,KBC,859.000000,11,78.090909
5V,KGX,952.000000,5,190.400000
5V,KOT,457.000000,1,457.000000
5V,KSM,1665.000000,4,416.250000
5V,KTN,775.000000,1,775.000000
5V,KYU,2287.000000,11,207.909091
5V,LAF,148.000000,1,148.000000
5V,LCK,2540.000000,2,1270.000000
5V,LGB,1701.000000,2,850.500000
5V,LNS,1582.000000,1,1582.000000
5V,LRD,75138.000000,84,894.500000
5V,LUR,1138.000000,2,569.000000
5V,MCC,2006.000000,1,2006.000000
5V,MCG,6963.000000,32,217.593750
5V,MFE,802.000000,1,802.000000
5V,MGM,849.000000,1,849.000000
5V,MHM,399.000000,3,133.000000
5V,MLL,970.000000,2,485.000000
5V,MLY,166.000000,2,83.000000
5V,MNT,50.000000,1,50.000000
5V,MOU,1957.000000,4,489.250000
5V,MQY,1916.000000,2,958.000000
5V,MTY,1603.000000,2,801.500000
5V,MVN,964.000000,1,964.000000
5V,NIB,1276.000000,7,182.285714
5V,NLU,537.000000,1,537.000000
5V,NME,100.000000,1,100.000000
5V,NUI,917.000000,3,305.666667
5V,NUL,6177.000000,34,181.676471
5V,OAK,2990.000000,2,1495.000000
5V,OME,9586.000000,22,435.727273
5V,ONT,1907.000000,1,1907.000000
5V,OPF,3570.000000,3,1190.000000
5V,ORV,398.000000,1,398.000000
5V,OTZ,10059.000000,26,386.884615
5V,PAE,4514.000000,3,1504.666667
5V,PAQ,334.000000,1,334.000000
5V,PBC,1162.000000,2,581.000000
5V,PHO,3281.000000,8,410.125000
5V,PIZ,1010.000000,4,252.500000
5V,PQS,521.000000,2,260.500000
5V,PSK,1279.000000,1,1279.000000
5V,PTA,161.000000,1,161.000000
5V,PTH,1269.000000,3,423.000000
5V,QRO,3694.000000,5,738.800000
5V,RBY,7669.000000,49,156.510204
5V,RDV,362.000000,1,362.000000
5V,RFD,2334.000000,2,1167.000000
5V,RMP,797.000000,11,72.454545
5V,RSH,468.000000,1,468.000000
5V,SAP,886.000000,1,886.000000
5V,SAT,1416.000000,3,472.000000
5V,SCC,486.000000,2,243.000000
5V,SDF,1797.000000,1,1797.000000
5V,SDM,2453.000000,2,1226.500000
5V,SHH,531.000000,1,531.000000
5V,SHV,478.000000,1,478.000000
5V,SHX,1451.000000,7,207.285714
5V,SIT,592.000000,1,592.000000
5V,SLP,2458.000000,3,819.333333
5V,SLW,2674.000000,8,334.250000
5V,SMK,842.000000,2,421.000000
5V,SVS,180.000000,2,90.000000
5V,SVW,374.000000,2,187.000000
5V,TAL,569.000000,5,113.800000
5V,TCL,2424.000000,3,808.000000
5V,TCT,1590.000000,8,198.750000
5V,TEK,300.000000,2,150.000000
5V,TLC,1130.000000,2,565.000000
5V,TLJ,228.000000,1,228.000000
5V,TNC,1362.000000,3,454.000000
5V,TOL,5524.000000,5,1104.800000
5V,TRC,280.000000,1,280.000000
5V,TSG,340.000000,2,170.000000
5V,UMT,672.000000,2,336.000000
5V,UNK,11216.000000,36,311.555556
5V,UTO,1122.000000,6,187.000000
5V,VDZ,284.000000,2,142.000000
5V,VEE,6048.000000,43,140.651163
5V,VIK,2704.000000,8,338.000000
5V,WBQ,1075.000000,10,107.500000
5V,WCR,374.000000,2,187.000000
5V,WLK,597.000000,3,199.000000
5V,WTK,1389.000000,3,463.000000
5V,YIP,12938.000000,11,1176.181818
5V,YQG,30.000000,1,30.000000
5X,ABQ,61796.000000,90,686.622222
5X,ABY,23191.000000,64,362.359375
5X,ALB,21666.000000,56,386.892857
5X,ANC,1030127.000000,269,3829.468401
5X,ATL,48815.000000,100,488.150000
5X,AUS,26953.000000,37,728.459459
5X,BDL,86965.000000,159,546.949686
5X,BFI,169132.000000,150,1127.546667
5X,BGR,27580.000000,38,725.789474
5X,BHM,11696.000000,41,285.268293
5X,BIL,105225.000000,126,835.119048
5X,BIS,1048.000000,1,1048.000000
5X,BNA,302.000000,2,151.000000
5X,BOG,28614.000000,19,1506.000000
5X,BOI,88837.000000,111,800.333333
5X,BOS,57606.000000,96,600.062500
5X,BUF,38182.000000,97,393.628866
5X,BUR,43999.000000,26,1692.269231
5X,BWI,27035.000000,70,386.214286
5X,CAE,80953.000000,183,442.366120
5X,CDG,42039.000000,11,3821.727273
5X,CGN,324505.000000,80,4056.312500
5X,CID,28841.000000,67,430.462687
5X,CLE,16526.000000,44,375.590909
5X,CLT,31077.000000,84,369.964286
5X,CVG,84.000000,1,84.000000
5X,DEN,137726.000000,174,791.528736
5X,DFW,294992.000000,345,855.049275
5X,DSM,15038.000000,42,358.047619
5X,DTW,21586.000000,66,327.060606
5X,ELP,54145.000000,57,949.912281
5X,EMA,77568.000000,21,3693.714286
5X,EVV,98.000000,1,98.000000
5X,EWR,82349.000000,113,728.752212
5X,FAI,261.000000,1,261.000000
5X,FAR,50413.000000,72,700.180556
5X,FAT,37375.000000,28,1334.821429
5X,FLL,26068.000000,40,651.700000
5X,FSD,58888.000000,89,661.662921
5X,FWA,1001.000000,13,77.000000
5X,GDL,28926.000000,18,1607.000000
5X,GEG,92183.000000,84,1097.416667
5X,GSO,16813.000000,64,262.703125
5X,GSP,13408.000000,50,268.160000
5X,GUA,25041.000000,24,1043.375000
5X,GUM,60354.000000,25,2414.160000
5X,GYY,6350.000000,25,254.000000
5X,HKG,121944.000000,24,5081.000000
5X,HNL,861165.000000,242,3558.533058
5X,HSV,11915.000000,38,313.552632
5X,IAD,10824.000000,24,451.000000
5X,IAH,92112.000000,148,622.378378
5X,ICN,106372.000000,28,3799.000000
5X,ICT,13930.000000,31,449.354839
5X,IND,360.000000,2,180.000000
5X,JAN,21742.000000,55,395.309091
5X,JAX,75263.000000,124,606.959677
5X,JFK,86755.000000,93,932.849462
5X,KIX,44160.000000,12,3680.000000
5X,KOA,81473.000000,44,1851.659091
5X,LAN,30082.000000,77,390.675325
5X,LAS,32105.000000,41,783.048780
5X,LAX,62285.000000,57,1092.719298
5X,LBB,16705.000000,32,522.031250
5X,LCK,6811.000000,27,252.259259
5X,LFT,10178.000000,22,462.636364
5X,LGB,37858.000000,22,1720.818182
5X,LIH,30224.000000,19,1590.736842
5X,LIT,39332.000000,77,510.805195
5X,LRD,15607.000000,32,487.718750
5X,MCI,35038.000000,70,500.542857
5X,MCO,103689.000000,139,745.964029
5X,MDT,27854.000000,51,546.156863
5X,MEM,25840.000000,60,430.666667
5X,MFE,27750.000000,31,895.161290
5X,MGA,17238.000000,17,1014.000000
5X,MHR,100279.000000,142,706.190141
5X,MHT,50392.000000,96,524.916667
5X,MIA,322682.000000,296,1090.141892
5X,MKE,7734.000000,22,351.545455
5X,MSP,75095.000000,128,586.679688
5X,MSY,31094.000000,77,403.818182
5X,MTY,27554.000000,23,1198.000000
5X,NLU,35960.000000,24,1498.333333
5X,NRT,82392.000000,24,3433.000000
5X,OAK,165174.000000,152,1086.671053
5X,OGG,4134.000000,15,275.600000
5X,OKC,20489.000000,45,455.311111
5X,OMA,57797.000000,96,602.052083
5X,ONT,999247.000000,709,1409.375176
5X,ORD,74017.000000,111,666.819820
5X,ORF,4182.000000,23,181.826087
5X,PBI,39296.000000,80,491.200000
5X,PDX,206892.000000,193,1071.979275
5X,PHL,483709.000000,469,1031.362473
5X,PHX,124960.000000,115,1086.608696
5X,PIA,9204.000000,42,219.142857
5X,PIT,21197.000000,66,321.166667
5X,PNS,13503.000000,37,364.945946
5X,PTY,4608.000000,4,1152.000000
5X,PVD,13784.000000,28,492.285714
5X,PVG,103392.000000,24,4308.000000
5X,QRO,29720.000000,20,1486.000000
5X,RDU,28590.000000,94,304.148936
5X,RFD,508155.000000,606,838.539604
5X,RIC,34468.000000,99,348.161616
5X,RNO,75885.000000,82,925.426829
5X,ROA,8834.000000,33,267.696970
5X,RSW,26373.000000,58,454.706897
5X,SAN,27552.000000,18,1530.666667
5X,SAT,78350.000000,124,631.854839
5X,SAV,7483.000000,17,440.176471
5X,SBD,82314.000000,49,1679.877551
5X,SBN,3198.000000,13,246.000000
5X,SDF,3231843.000000,2955,1093.686294
5X,SDQ,25388.000000,28,906.714286
5X,SGF,16052.000000,38,422.421053
5X,SHV,17759.000000,45,394.644444
5X,SJC,49771.000000,27,1843.370370
5X,SJO,26808.000000,24,1117.000000
5X,SJU,196483.000000,142,1383.683099
5X,SLC,96868.000000,109,888.697248
5X,SNA,27285.000000,15,1819.000000
5X,SPN,129.000000,1,129.000000
5X,STL,16041.000000,52,308.480769
5X,STN,48744.000000,12,4062.000000
5X,SWF,17219.000000,35,491.971429
5X,SYD,15198.000000,3,5066.000000
5X,SYR,33358.000000,81,411.827160
5X,SZX,121536.000000,24,5064.000000
5X,TPA,53183.000000,97,548.278351
5X,TPE,112320.000000,24,4680.000000
5X,TUL,16451.000000,35,470.028571
5X,TYS,6983.000000,33,211.606061
5X,UIO,21444.000000,12,1787.000000
5X,VCP,4024.000000,1,4024.000000
5X,YHM,5980.000000,13,460.000000
5X,YMX,13481.000000,17,793.000000
5X,YVR,27986.000000,14,1999.000000
5X,YWG,14850.000000,15,990.000000
5X,YYC,44360.000000,37,1198.918919
5X,YYZ,5952.000000,12,496.000000
5Y,ABE,121.000000,1,121.000000
5Y,AFW,57136.000000,60,952.266667
5Y,AMA,1429.000000,1,1429.000000
5Y,AMS,53593.000000,13,4122.538462
5Y,ANC,1761315.000000,495,3558.212121
5Y,ARA,1530.000000,2,765.000000
5Y,ATL,167845.000000,54,3108.240741
5Y,ATW,25.000000,1,25.000000
5Y,AUS,30405.000000,28,1085.892857
5Y,AVV,3544.000000,1,3544.000000
5Y,BED,607.000000,1,607.000000
5Y,BHM,34927.000000,19,1838.263158
5Y,BIF,0.000000,1,0.000000
5Y,BKK,6016.000000,1,6016.000000
5Y,BNA,24190.000000,28,863.928571
5Y,BOG,56924.000000,38,1498.000000
5Y,BOI,13439.000000,9,1493.222222
5Y,BOS,1597.000000,2,798.500000
5Y,BUF,1166.000000,1,1166.000000
5Y,BWI,111785.000000,109,1025.550459
5Y,CAE,3951.000000,1,3951.000000
5Y,CDG,3635.000000,1,3635.000000
5Y,CGO,21820.000000,5,4364.000000
5Y,CHS,119769.000000,44,2722.022727
5Y,CKG,74510.000000,15,4967.333333
5Y,CLE,1376.000000,2,688.000000
5Y,CMH,3729.000000,1,3729.000000
5Y,CSX,57048.000000,12,4754.000000
5Y,CTS,3011.000000,1,3011.000000
5Y,CTU,9790.000000,2,4895.000000
5Y,CVG,390009.000000,278,1402.910072
5Y,DEN,16122.000000,17,948.352941
5Y,DFW,484488.000000,112,4325.785714
5Y,DOV,10392.000000,3,3464.000000
5Y,DSM,1249.000000,2,624.500000
5Y,DTW,4798.000000,4,1199.500000
5Y,EHU,63994.000000,14,4571.000000
5Y,EIN,5403.000000,1,5403.000000
5Y,EWR,13491.000000,8,1686.375000
5Y,EZE,8812.000000,2,4406.000000
5Y,FAI,14096.000000,8,1762.000000
5Y,FLL,16596.000000,23,721.565217
5Y,FRA,60802.000000,14,4343.000000
5Y,GDL,27250.000000,17,1602.941176
5Y,GIG,4162.000000,1,4162.000000
5Y,GPT,7230.000000,1,7230.000000
5Y,GRB,2040.000000,2,1020.000000
5Y,GSO,278.000000,1,278.000000
5Y,GUM,26113.000000,13,2008.692308
5Y,HAN,5401.000000,1,5401.000000
5Y,HGH,39645.000000,9,4405.000000
5Y,HHN,9173.000000,2,4586.500000
5Y,HIF,2106.000000,1,2106.000000
5Y,HKG,215650.000000,41,5259.756098
5Y,HNL,322963.000000,77,4194.324675
5Y,HSV,11552.000000,17,679.529412
5Y,IAB,30986.000000,25,1239.440000
5Y,IAG,2991.000000,3,997.000000
5Y,IAH,106900.000000,109,980.733945
5Y,ICN,221481.000000,50,4429.620000
5Y,ILN,2009.000000,3,669.666667
5Y,IND,33293.000000,15,2219.533333
5Y,JAX,14865.000000,18,825.833333
5Y,JED,7032.000000,1,7032.000000
5Y,JFK,326745.000000,124,2635.040323
5Y,KOA,11123.000000,14,794.500000
5Y,LAL,27528.000000,40,688.200000
5Y,LAS,44135.000000,28,1576.250000
5Y,LAX,668770.000000,150,4458.466667
5Y,LCK,16224.000000,4,4056.000000
5Y,LGG,31316.000000,7,4473.714286
5Y,LIM,51079.000000,19,2688.368421
5Y,LSV,8317.000000,3,2772.333333
5Y,MAN,12079.000000,3,4026.333333
5Y,MAO,7206.000000,3,2402.000000
5Y,MCI,35027.000000,44,796.068182
5Y,MCO,802.000000,1,802.000000
5Y,MDE,19432.000000,14,1388.000000
5Y,MDT,2320.000000,1,2320.000000
5Y,MEM,575.000000,1,575.000000
5Y,MEX,24089.000000,18,1338.277778
5Y,MHT,21993.000000,23,956.217391
5Y,MIA,1337754.000000,526,2543.258555
5Y,MIB,2073.000000,1,2073.000000
5Y,MLB,2855.000000,12,237.916667
5Y,MSP,2638.000000,3,879.333333
5Y,MSY,1062.000000,1,1062.000000
5Y,MXP,4930.000000,1,4930.000000
5Y,MZJ,422.000000,2,211.000000
5Y,NGO,143608.000000,34,4223.764706
5Y,NGU,11713.000000,5,2342.600000
5Y,NKG,26208.000000,6,4368.000000
5Y,NLU,117204.000000,61,1921.377049
5Y,NRT,146981.000000,31,4741.322581
5Y,NZY,6104.000000,1,6104.000000
5Y,OGG,22788.000000,9,2532.000000
5Y,ONT,127897.000000,83,1540.927711
5Y,OPF,17554.000000,24,731.416667
5Y,ORD,1062230.000000,307,3460.032573
5Y,PAE,88981.000000,23,3868.739130
5Y,PDX,184003.000000,63,2920.682540
5Y,PER,6766.000000,1,6766.000000
5Y,PHL,4306.000000,2,2153.000000
5Y,PHX,7709.000000,3,2569.666667
5Y,PIT,2195.000000,3,731.666667
5Y,PSM,8050.000000,6,1341.666667
5Y,PVD,3844.000000,3,1281.333333
5Y,PVG,112009.000000,26,4308.038462
5Y,RDU,1278.000000,3,426.000000
5Y,RFD,27746.000000,29,956.758621
5Y,RIC,1997.000000,3,665.666667
5Y,RIV,55663.000000,43,1294.488372
5Y,RSW,416.000000,4,104.000000
5Y,SAN,1303.000000,1,1303.000000
5Y,SAT,3383.000000,3,1127.666667
5Y,SAV,549.000000,1,549.000000
5Y,SCK,33737.000000,22,1533.500000
5Y,SCL,127675.000000,31,4118.548387
5Y,SDF,8734.000000,7,1247.714286
5Y,SDQ,848.000000,1,848.000000
5Y,SEA,62495.000000,27,2314.629630
5Y,SFO,11076.000000,4,2769.000000
5Y,SHV,207.000000,1,207.000000
5Y,SIN,13330.000000,2,6665.000000
5Y,SJC,696.000000,1,696.000000
5Y,SJO,3117.000000,2,1558.500000
5Y,SJU,48741.000000,46,1059.586957
5Y,SMF,1977.000000,1,1977.000000
5Y,STL,9220.000000,11,838.181818
5Y,STN,15878.000000,4,3969.500000
5Y,STR,71602.000000,15,4773.466667
5Y,SUU,50488.000000,11,4589.818182
5Y,SYD,7334.000000,1,7334.000000
5Y,SZX,96216.000000,19,5064.000000
5Y,TAO,55017.000000,13,4232.076923
5Y,TAR,66316.000000,13,5101.230769
5Y,TCM,5225.000000,1,5225.000000
5Y,TNA,12375.000000,3,4125.000000
5Y,TOL,1893.000000,2,946.500000
5Y,TPA,3682.000000,6,613.666667
5Y,TPE,37440.000000,8,4680.000000
5Y,TUS,3518.000000,2,1759.000000
5Y,UIO,87006.000000,48,1812.625000
5Y,VCP,80480.000000,20,4024.000000
5Y,WRI,3454.000000,2,1727.000000
5Y,XMN,121776.000000,25,4871.040000
5Y,YHZ,45292.000000,13,3484.000000
5Y,YMX,3849.000000,2,1924.500000
5Y,YQM,27056.000000,8,3382.000000
5Y,YYC,1528.000000,1,1528.000000
5Y,YYZ,3032.000000,1,3032.000000
5Y,ZAZ,30018.000000,7,4288.285714
6F,6AK,1959.000000,35,55.971429
6F,AKI,4146.000000,97,42.742268
6F,ANC,5808.000000,15,387.200000
6F,ANI,9501.000000,116,81.905172
6F,ANV,3482.000000,42,82.904762
6F,ATT,2611.000000,71,36.774648
6F,AUK,10812.000000,156,69.307692
6F,BET,91990.000000,964,95.425311
6F,CHU,4061.000000,52,78.096154
6F,CKD,4447.000000,51,87.196078
6F,CYF,6091.000000,102,59.715686
6F,CZF,320.000000,2,160.000000
6F,DLG,884.000000,5,176.800000
6F,EEK,3491.000000,74,47.175676
6F,EHM,742.000000,5,148.400000
6F,ELI,333.000000,2,166.500000
6F,EMK,10412.000000,142,73.323944
6F,GAL,724.000000,3,241.333333
6F,GNU,3293.000000,32,102.906250
6F,HCR,2887.000000,37,78.027027
6F,HPB,9142.000000,96,95.229167
6F,KGX,4651.000000,46,101.108696
6F,KKA,652.000000,4,163.000000
6F,KKH,4952.000000,94,52.680851
6F,KKI,4427.000000,112,39.526786
6F,KLG,5089.000000,92,55.315217
6F,KMO,632.000000,4,158.000000
6F,KNW,358.000000,2,179.000000
6F,KOT,10159.000000,119,85.369748
6F,KPN,6076.000000,98,62.000000
6F,KSM,11891.000000,165,72.066667
6F,KUK,3095.000000,77,40.194805
6F,KWK,3695.000000,64,57.734375
6F,KWN,4390.000000,71,61.830986
6F,KWT,5313.000000,113,47.017699
6F,LVD,436.000000,2,218.000000
6F,MCG,412.000000,2,206.000000
6F,MLL,7231.000000,102,70.892157
6F,MOU,11665.000000,180,64.805556
6F,MYU,3781.000000,40,94.525000
6F,NIB,195.000000,1,195.000000
6F,NME,5179.000000,79,65.556962
6F,NUP,4496.000000,90,49.955556
6F,OOK,7693.000000,109,70.577982
6F,PKA,2676.000000,70,38.228571
6F,PQS,7308.000000,120,60.900000
6F,PTU,2886.000000,31,93.096774
6F,RDV,26.000000,1,26.000000
6F,RSH,7279.000000,112,64.991071
6F,SCM,9357.000000,112,83.544643
6F,SHX,1932.000000,22,87.818182
6F,SKK,258.000000,2,129.000000
6F,SLQ,4314.000000,42,102.714286
6F,SMK,540.000000,5,108.000000
6F,SRV,4288.000000,37,115.891892
6F,SXP,7068.000000,101,69.980198
6F,TLT,4398.000000,96,45.812500
6F,TNK,3241.000000,54,60.018519
6F,TOG,1072.000000,8,134.000000
6F,TWA,510.000000,3,170.000000
6F,UNK,1824.000000,14,130.285714
6F,VAK,6075.000000,71,85.563380
6F,WBB,700.000000,7,100.000000
6F,WNA,2700.000000,68,39.705882
6F,WTL,4895.000000,105,46.619048
6F,WWT,7191.000000,108,66.583333
7C,GUM,29388.000000,15,1959.200000
7C,ICN,47292.000000,24,1970.500000
7C,PUS,7106.000000,4,1776.500000
7C,SPN,25010.000000,13,1923.846154
7H,ABE,100.000000,2,50.000000
7H,AKN,4157.000000,10,415.700000
7H,ANC,47344.000000,132,358.666667
7H,ANI,954.000000,3,318.000000
7H,ATL,947.000000,2,473.500000
7H,AVL,1076.000000,2,538.000000
7H,AVP,4286.000000,2,2143.000000
7H,BDL,2614.000000,1,2614.000000
7H,BED,19624.000000,26,754.769231
7H,BET,9468.000000,30,315.600000
7H,BFI,7559.000000,7,1079.857143
7H,BGI,2086.000000,1,2086.000000
7H,BKL,315.000000,1,315.000000
7H,BMG,542.000000,2,271.000000
7H,BNA,9454.000000,11,859.454545
7H,BOS,2224.000000,5,444.800000
7H,BTR,1436.000000,1,1436.000000
7H,BUF,677.000000,2,338.500000
7H,BWI,1209.000000,1,1209.000000
7H,CDB,7631.000000,26,293.500000
7H,CID,220.000000,1,220.000000
7H,CLT,1096.000000,3,365.333333
7H,CMH,12209.000000,22,554.954545
7H,CPS,16294.000000,21,775.904762
7H,CSG,590.000000,2,295.000000
7H,DAL,16162.000000,17,950.705882
7H,DCA,454.000000,2,227.000000
7H,DEN,5935.000000,8,741.875000
7H,DLG,1764.000000,5,352.800000
7H,DTW,4067.000000,9,451.888889
7H,DUT,9218.000000,15,614.533333
7H,EAU,334.000000,2,167.000000
7H,ELP,627.000000,1,627.000000
7H,ERI,328.000000,2,164.000000
7H,EWR,13033.000000,20,651.650000
7H,FAI,11136.000000,44,253.090909
7H,FLG,213.000000,1,213.000000
7H,FLL,7837.000000,8,979.625000
7H,FNT,153.000000,1,153.000000
7H,FRG,9651.000000,15,643.400000
7H,GBH,3096.000000,12,258.000000
7H,GRB,1190.000000,4,297.500000
7H,GSO,671.000000,3,223.666667
7H,HAV,1156.000000,4,289.000000
7H,HOG,1485.000000,3,495.000000
7H,HOM,1521.000000,14,108.642857
7H,HOU,4172.000000,4,1043.000000
7H,HPN,533.000000,3,177.666667
7H,IAD,3730.000000,11,339.090909
7H,ILM,826.000000,2,413.000000
7H,INT,1822.000000,2,911.000000
7H,ISP,1092.000000,1,1092.000000
7H,KSM,4127.000000,11,375.181818
7H,LAF,444.000000,1,444.000000
7H,LAS,6449.000000,8,806.125000
7H,LAX,4923.000000,5,984.600000
7H,LGA,3518.000000,3,1172.666667
7H,LGB,2552.000000,2,1276.000000
7H,LSE,181.000000,1,181.000000
7H,MBS,1334.000000,2,667.000000
7H,MCO,1119.000000,1,1119.000000
7H,MDT,182.000000,3,60.666667
7H,MDW,3670.000000,4,917.500000
7H,MFE,627.000000,1,627.000000
