CARRIER,ORIGIN,Sum,Count,Mean
TQ,TEB,1876.000000,1,1876.000000
TQ,VA4,2183.000000,1,2183.000000
TS,FLL,55451.000000,38,1459.236842
TS,MCO,58006.000000,43,1348.976744
TS,MIA,18252.000000,13,1404.000000
TS,SJU,13393.000000,7,1913.285714
TS,YHZ,24640.000000,16,1540.000000
TS,YQB,26334.000000,18,1463.000000
TS,YQM,9114.000000,6,1519.000000
TS,YUL,80866.000000,59,1370.610169
TS,YYZ,5733.000000,3,1911.000000
U7,AEX,636.000000,1,636.000000
U7,AFW,44022.000000,67,657.044776
U7,ALO,2719.000000,4,679.750000
U7,ANB,189.000000,1,189.000000
U7,AUS,876.000000,1,876.000000
U7,AZA,9428.000000,10,942.800000
U7,AZO,521.000000,1,521.000000
U7,BFI,1850.000000,1,1850.000000
U7,BJX,15704.000000,21,747.809524
U7,BMI,915.000000,3,305.000000
U7,BNA,1442.000000,3,480.666667
U7,BQK,2298.000000,5,459.600000
U7,BRO,7230.000000,6,1205.000000
U7,BTL,4988.000000,8,623.500000
U7,BUF,1934.000000,6,322.333333
U7,CAE,743.000000,1,743.000000
U7,CHA,6638.000000,11,603.454545
U7,CHS,5852.000000,4,1463.000000
U7,CLE,13595.000000,20,679.750000
U7,CNO,6274.000000,4,1568.500000
U7,CRW,710.000000,1,710.000000
U7,CUU,3645.000000,9,405.000000
U7,CVG,1118.000000,3,372.666667
U7,DAB,676.000000,1,676.000000
U7,DAL,7335.000000,9,815.000000
U7,DAY,5893.000000,8,736.625000
U7,DHN,2116.000000,2,1058.000000
U7,DPA,2585.000000,2,1292.500000
U7,DRT,19385.000000,18,1076.944444
U7,DSM,481.000000,1,481.000000
U7,DTW,5889.000000,18,327.166667
U7,ELP,45257.000000,50,905.140000
U7,EVV,2638.000000,3,879.333333
U7,FLL,1137.000000,1,1137.000000
U7,FNT,153.000000,3,51.000000
U7,FSM,615.000000,1,615.000000
U7,FWA,5815.000000,11,528.636364
U7,GCK,391.000000,1,391.000000
U7,GDC,3203.000000,5,640.600000
U7,GDL,11889.000000,12,990.750000
U7,GRB,279.000000,1,279.000000
U7,GRR,815.000000,2,407.500000
U7,GSO,1287.000000,1,1287.000000
U7,GSP,6837.000000,10,683.700000
U7,GYY,5345.000000,9,593.888889
U7,HMO,5292.000000,9,588.000000
U7,HOU,2810.000000,5,562.000000
U7,HRL,1077.000000,1,1077.000000
U7,HSV,720.000000,1,720.000000
U7,HUF,276.000000,1,276.000000
U7,IAG,25989.000000,38,683.921053
U7,ICT,802.000000,1,802.000000
U7,IND,6439.000000,7,919.857143
U7,JAN,411.000000,1,411.000000
U7,JVL,1683.000000,2,841.500000
U7,JZT,380.000000,1,380.000000
U7,LAX,715.000000,1,715.000000
U7,LCK,1535.000000,4,383.750000
U7,LEX,1563.000000,4,390.750000
U7,LIT,11109.000000,16,694.312500
U7,LNS,981.000000,1,981.000000
U7,LRD,272117.000000,332,819.629518
U7,MBS,465.000000,1,465.000000
U7,MCI,30678.000000,45,681.733333
U7,MEI,1444.000000,2,722.000000
U7,MEM,6139.000000,10,613.900000
U7,MFD,1866.000000,3,622.000000
U7,MFE,7049.000000,6,1174.833333
U7,MGM,4657.000000,6,776.166667
U7,MIA,937.000000,1,937.000000
U7,MKE,1857.000000,2,928.500000
U7,MKG,665.000000,1,665.000000
U7,MLI,364.000000,1,364.000000
U7,MQY,36141.000000,49,737.571429
U7,MRC,623.000000,1,623.000000
U7,MSN,302.000000,1,302.000000
U7,MTY,256.000000,2,128.000000
U7,NLU,537.000000,1,537.000000
U7,OAK,18651.000000,13,1434.692308
U7,OGD,4477.000000,3,1492.333333
U7,OKC,563.000000,1,563.000000
U7,OPF,1576.000000,2,788.000000
U7,OSC,1366.000000,3,455.333333
U7,PAE,2623.000000,2,1311.500000
U7,PBC,2862.000000,3,954.000000
U7,PBG,532.000000,1,532.000000
U7,PBI,746.000000,1,746.000000
U7,PIA,183.000000,1,183.000000
U7,PIT,210.000000,1,210.000000
U7,PSM,1917.000000,2,958.500000
U7,PTK,514.000000,2,257.000000
U7,QRO,22411.000000,27,830.037037
U7,RFD,3106.000000,6,517.666667
U7,ROC,9562.000000,8,1195.250000
U7,SAT,6771.000000,7,967.285714
U7,SBN,148.000000,1,148.000000
U7,SDF,35749.000000,50,714.980000
U7,SDM,1922.000000,1,1922.000000
U7,SFB,937.000000,2,468.500000
U7,SHV,16886.000000,23,734.173913
U7,SLC,1532.000000,1,1532.000000
U7,SLN,1562.000000,2,781.000000
U7,SLP,4156.000000,10,415.600000
U7,SLW,24368.000000,37,658.594595
U7,STL,9574.000000,17,563.176471
U7,SUS,4951.000000,10,495.100000
U7,TCL,2535.000000,3,845.000000
U7,TLC,11299.000000,11,1027.181818
U7,TOL,9930.000000,16,620.625000
U7,TUL,3132.000000,3,1044.000000
U7,TUP,785.000000,1,785.000000
U7,TUS,6651.000000,9,739.000000
U7,TYS,1079.000000,2,539.500000
U7,XNA,708.000000,1,708.000000
U7,YHM,2496.000000,6,416.000000
U7,YIP,222798.000000,271,822.132841
U7,YMX,1019.000000,2,509.500000
U7,YQG,183.000000,7,26.142857
U7,YVR,1484.000000,1,1484.000000
U7,YXU,7222.000000,7,1031.714286
U7,YYC,1559.000000,1,1559.000000
UA,ABE,670.000000,10,67.000000
UA,ABQ,131936.000000,186,709.333333
UA,ACC,68848.000000,13,5296.000000
UA,ACT,4678.000000,7,668.285714
UA,ACY,45.000000,1,45.000000
UA,AEX,354.000000,2,177.000000
UA,AFW,3488.000000,4,872.000000
UA,AGP,18380.000000,5,3676.000000
UA,AKL,128145.000000,20,6407.250000
UA,ALB,47623.000000,79,602.822785
UA,AMA,1842.000000,3,614.000000
UA,AMM,65615.000000,11,5965.000000
UA,AMS,415445.000000,98,4239.234694
UA,ANC,197888.000000,72,2748.444444
UA,ANU,21396.000000,12,1783.000000
UA,ARN,23388.000000,6,3898.000000
UA,ATH,195867.000000,38,5154.394737
UA,ATL,366117.000000,421,869.636580
UA,AUA,163488.000000,83,1969.734940
UA,AUS,516744.000000,539,958.708720
UA,AVL,17887.000000,18,993.722222
UA,BCN,268949.000000,62,4337.887097
UA,BDA,17284.000000,22,785.636364
UA,BDL,172696.000000,207,834.280193
UA,BER,67762.000000,17,3986.000000
UA,BFF,2007.000000,9,223.000000
UA,BFI,6637.000000,6,1106.166667
UA,BGI,64346.000000,31,2075.677419
UA,BGR,7655.000000,5,1531.000000
UA,BHM,3711.000000,10,371.100000
UA,BIL,32715.000000,78,419.423077
UA,BJX,20384.000000,28,728.000000
UA,BKL,3710.000000,6,618.333333
UA,BMG,7998.000000,18,444.333333
UA,BNA,363819.000000,433,840.228637
UA,BNE,134393.000000,19,7073.315789
UA,BOG,86634.000000,37,2341.459459
UA,BOI,78320.000000,109,718.532110
UA,BON,66144.000000,32,2067.000000
UA,BOS,646114.000000,555,1164.169369
UA,BQN,32829.000000,21,1563.285714
UA,BRO,1372.000000,1,1372.000000
UA,BRU,226288.000000,59,3835.389831
UA,BTR,5548.000000,9,616.444444
UA,BTV,99989.000000,136,735.213235
UA,BUF,48393.000000,118,410.110169
UA,BUR,42805.000000,77,555.909091
UA,BWI,431255.000000,329,1310.805471
UA,BZE,125184.000000,90,1390.933333
UA,BZN,206363.000000,212,973.410377
UA,CAE,1009.000000,2,504.500000
UA,CAK,343.000000,1,343.000000
UA,CDG,426215.000000,103,4138.009709
UA,CDV,160.000000,1,160.000000
UA,CHC,39398.000000,6,6566.333333
UA,CHS,196094.000000,241,813.668050
UA,CID,40165.000000,101,397.673267
UA,CKB,6092.000000,6,1015.333333
UA,CLE,590486.000000,602,980.873754
UA,CLL,4322.000000,9,480.222222
UA,CLT,215939.000000,303,712.669967
UA,CMH,235501.000000,255,923.533333
UA,CMI,402.000000,1,402.000000
UA,COS,22729.000000,94,241.797872
UA,CPS,1040.000000,1,1040.000000
UA,CPT,241352.000000,31,7785.548387
UA,CRP,3417.000000,17,201.000000
UA,CSG,687.000000,1,687.000000
UA,CUN,385443.000000,259,1488.196911
UA,CUR,31808.000000,16,1988.000000
UA,CVG,149385.000000,224,666.897321
UA,CYS,180.000000,2,90.000000
UA,CZM,50381.000000,43,1171.651163
UA,DAB,54.000000,1,54.000000
UA,DAL,2038.000000,2,1019.000000
UA,DAY,240.000000,1,240.000000
UA,DBV,31447.000000,7,4492.428571
UA,DCA,243986.000000,220,1109.027273
UA,DEL,131120.000000,18,7284.444444
UA,DEN,5719432.000000,5320,1075.081203
UA,DFW,414316.000000,468,885.290598
UA,DLH,1320.000000,2,660.000000
UA,DRO,9287.000000,37,251.000000
UA,DSM,89175.000000,173,515.462428
UA,DTW,186515.000000,248,752.076613
UA,DUB,249468.000000,75,3326.240000
UA,DXB,89193.000000,13,6861.000000
UA,ECP,572.000000,1,572.000000
UA,EDI,133062.000000,39,3411.846154
UA,EGE,26429.000000,26,1016.500000
UA,ELP,24978.000000,43,580.883721
UA,EUG,89383.000000,116,770.543103
UA,EWR,6885961.000000,4120,1671.349757
UA,EYW,36604.000000,34,1076.588235
UA,EZE,65892.000000,13,5068.615385
UA,FAI,42336.000000,17,2490.352941
UA,FAR,6270.000000,10,627.000000
UA,FAT,66404.000000,50,1328.080000
UA,FCA,76833.000000,76,1010.960526
UA,FCO,353705.000000,75,4716.066667
UA,FLL,477702.000000,382,1250.528796
UA,FOE,3608.000000,5,721.600000
UA,FRA,575650.000000,126,4568.650794
UA,FSD,35263.000000,73,483.054795
UA,FTW,1602.000000,4,400.500000
UA,FUK,16520.000000,10,1652.000000
UA,FWA,157.000000,1,157.000000
UA,GCM,128789.000000,95,1355.673684
UA,GDL,28255.000000,35,807.285714
UA,GEG,66342.000000,75,884.560000
UA,GEO,26109.000000,9,2901.000000
UA,GIG,70008.000000,14,5000.571429
UA,GJT,10195.000000,46,221.630435
UA,GNV,845.000000,1,845.000000
UA,GPT,376.000000,1,376.000000
UA,GRB,4090.000000,4,1022.500000
UA,GRR,84221.000000,145,580.834483
UA,GRU,369956.000000,76,4867.842105
UA,GSO,66.000000,1,66.000000
UA,GSP,54433.000000,70,777.614286
UA,GTF,6853.000000,11,623.000000
UA,GUA,155843.000000,91,1712.560440
UA,GUM,237352.000000,151,1571.867550
UA,GVA,135899.000000,34,3997.029412
UA,HAV,11208.000000,12,934.000000
UA,HDN,35357.000000,45,785.711111
UA,HKG,520592.000000,81,6427.061728
UA,HND,463682.000000,83,5586.530120
UA,HNL,814255.000000,259,3143.841699
UA,HOU,96.000000,4,24.000000
UA,HSV,309.000000,3,103.000000
UA,IAD,4529411.000000,2872,1577.092967
UA,IAG,464.000000,1,464.000000
UA,IAH,6172759.000000,5253,1175.092138
UA,ICN,157370.000000,28,5620.357143
UA,ICT,38959.000000,78,499.474359
UA,IDA,914.000000,6,152.333333
UA,ILM,122.000000,1,122.000000
UA,IND,237792.000000,265,897.328302
UA,JAC,73901.000000,81,912.358025
UA,JAN,213.000000,1,213.000000
UA,JAX,262921.000000,312,842.695513
UA,JNB,149320.000000,19,7858.947368
UA,KEF,35744.000000,13,2749.538462
UA,KIX,137818.000000,34,4053.470588
UA,KOA,274958.000000,103,2669.495146
UA,KSA,1358.000000,1,1358.000000
UA,KTN,856.000000,1,856.000000
UA,KWA,2446.000000,1,2446.000000
UA,LAF,920.000000,3,306.666667
UA,LAN,1423.000000,5,284.600000
UA,LAS,653363.000000,543,1203.246777
UA,LAX,2858408.000000,1517,1884.250494
UA,LBB,6350.000000,10,635.000000
UA,LCH,381.000000,3,127.000000
UA,LGA,263947.000000,235,1123.178723
UA,LGB,14041.000000,10,1404.100000
UA,LHR,647327.000000,149,4344.476510
UA,LIH,159745.000000,63,2535.634921
UA,LIM,117383.000000,35,3353.800000
UA,LIR,252300.000000,121,2085.123967
UA,LIS,161313.000000,46,3506.804348
UA,LIT,130.000000,1,130.000000
UA,LNK,6695.000000,11,608.636364
UA,LOS,76188.000000,14,5442.000000
UA,LWB,257.000000,1,257.000000
UA,LWS,1187.000000,1,1187.000000
UA,MAD,92054.000000,25,3682.160000
UA,MAF,7053.000000,17,414.882353
UA,MAJ,31068.000000,14,2219.142857
UA,MBJ,180748.000000,114,1585.508772
UA,MCI,203299.000000,299,679.929766
UA,MCO,708260.000000,600,1180.433333
UA,MDE,4180.000000,2,2090.000000
UA,MDT,40671.000000,75,542.280000
UA,MDW,11305.000000,19,595.000000
UA,MEL,231750.000000,30,7725.000000
UA,MEM,95513.000000,159,600.710692
UA,MEX,185488.000000,127,1460.535433
UA,MFE,23031.000000,73,315.493151
UA,MFR,60586.000000,91,665.780220
UA,MGA,44639.000000,32,1394.968750
UA,MGM,571.000000,1,571.000000
UA,MHK,4871.000000,8,608.875000
UA,MHT,463.000000,3,154.333333
UA,MIA,415918.000000,320,1299.743750
UA,MID,17483.000000,24,728.458333
UA,MKC,17720.000000,21,843.809524
UA,MKE,62382.000000,84,742.642857
UA,MNL,113623.000000,26,4370.115385
UA,MSN,84272.000000,169,498.650888
UA,MSO,50255.000000,67,750.074627
UA,MSP,241447.000000,315,766.498413
UA,MSY,405199.000000,428,946.726636
UA,MTJ,24517.000000,41,597.975610
UA,MTY,21320.000000,45,473.777778
UA,MUC,505410.000000,105,4813.428571
UA,MXP,141885.000000,33,4299.545455
UA,MYR,35578.000000,47,756.978723
UA,NAP,39680.000000,9,4408.888889
UA,NAS,143998.000000,121,1190.066116
UA,NCE,43986.000000,11,3998.727273
UA,NGO,18648.000000,12,1554.000000
UA,NLU,1277.000000,1,1277.000000
UA,NRT,591428.000000,119,4969.983193
UA,OAK,14321.000000,12,1193.416667
UA,OGG,302722.000000,109,2777.266055
UA,OKC,11807.000000,30,393.566667
UA,OMA,115828.000000,212,546.358491
UA,ONT,95247.000000,132,721.568182
UA,OPO,26929.000000,8,3366.125000
UA,ORD,6348907.000000,5883,1079.195478
UA,ORF,185884.000000,256,726.109375
UA,PBI,156592.000000,158,991.088608
UA,PDL,10304.000000,4,2576.000000
UA,PDX,577059.000000,388,1487.265464
UA,PEK,94946.000000,16,5934.125000
UA,PHL,381309.000000,325,1173.258462
UA,PHX,517118.000000,440,1175.268182
UA,PIA,130.000000,1,130.000000
UA,PIE,6727.000000,7,961.000000
UA,PIH,567.000000,2,283.500000
UA,PIT,308734.000000,305,1012.242623
UA,PLS,95552.000000,70,1365.028571
UA,PMI,19670.000000,5,3934.000000
UA,PNI,2032.000000,2,1016.000000
UA,PNS,68568.000000,106,646.867925
UA,POP,26096.000000,18,1449.777778
UA,POS,78805.000000,31,2542.096774
UA,PPT,92136.000000,22,4188.000000
UA,PSP,128150.000000,136,942.279412
UA,PTY,100112.000000,51,1962.980392
UA,PUJ,165863.000000,99,1675.383838
UA,PVD,12549.000000,20,627.450000
UA,PVG,112388.000000,18,6243.777778
UA,PVR,171161.000000,119,1438.327731
UA,PVU,1666.000000,2,833.000000
UA,PWM,67614.000000,85,795.458824
UA,QRO,27556.000000,39,706.564103
UA,RAK,10992.000000,3,3664.000000
UA,RAP,32033.000000,75,427.106667
UA,RDM,44737.000000,62,721.564516
UA,RDU,401922.000000,425,945.698824
UA,RFD,1512.000000,24,63.000000
UA,RIC,104904.000000,120,874.200000
UA,RNO,162438.000000,171,949.929825
UA,ROA,778.000000,2,389.000000
UA,ROC,52782.000000,126,418.904762
UA,ROR,10695.000000,13,822.692308
UA,RSW,375181.000000,337,1113.296736
UA,RTB,44692.000000,33,1354.303030
UA,SAL,182469.000000,102,1788.911765
UA,SAN,547663.000000,368,1488.214674
UA,SAP,52307.000000,39,1341.205128
UA,SAT,359891.000000,409,879.929095
UA,SAV,129084.000000,151,854.860927
UA,SBA,48398.000000,83,583.108434
UA,SBN,9337.000000,21,444.619048
UA,SBP,22344.000000,24,931.000000
UA,SCE,5316.000000,9,590.666667
UA,SCL,37160.000000,8,4645.000000
UA,SDF,56275.000000,74,760.472973
UA,SDQ,50361.000000,33,1526.090909
UA,SEA,796387.000000,515,1546.382524
UA,SFO,6761562.000000,3286,2057.687766
UA,SHV,3310.000000,8,413.750000
UA,SIN,139508.000000,18,7750.444444
UA,SJC,253618.000000,187,1356.245989
UA,SJD,212490.000000,159,1336.415094
UA,SJO,219549.000000,108,2032.861111
UA,SJU,377222.000000,209,1804.889952
UA,SKB,17490.000000,10,1749.000000
UA,SLC,363196.000000,342,1061.976608
UA,SLP,13455.000000,22,611.590909
UA,SMF,456840.000000,290,1575.310345
UA,SNA,257921.000000,211,1222.374408
UA,SNN,63046.000000,19,3318.210526
UA,SPI,348.000000,2,174.000000
UA,SPN,19326.000000,26,743.307692
UA,SRQ,174334.000000,174,1001.919540
UA,STI,45846.000000,31,1478.903226
UA,STL,182545.000000,263,694.087452
UA,STT,138304.000000,78,1773.128205
UA,SUX,153.000000,1,153.000000
UA,SWF,5672.000000,16,354.500000
UA,SWO,3371.000000,7,481.571429
UA,SXM,73982.000000,41,1804.439024
UA,SYD,314792.000000,42,7495.047619
UA,SYR,86575.000000,121,715.495868
UA,TAM,2760.000000,5,552.000000
UA,TFS,30114.000000,9,3346.000000
UA,TKK,7596.000000,12,633.000000
UA,TLH,783.000000,3,261.000000
UA,TLV,51043.000000,9,5671.444444
UA,TPA,529251.000000,430,1230.816279
UA,TPE,160325.000000,25,6413.000000
UA,TQO,58500.000000,46,1271.739130
UA,TUL,31051.000000,62,500.822581
UA,TUP,511.000000,1,511.000000
UA,TUS,106607.000000,117,911.170940
UA,TVC,35395.000000,89,397.696629
UA,TYS,32112.000000,47,683.234043
UA,UIO,39950.000000,17,2350.000000
UA,UVF,39384.000000,18,2188.000000
UA,VCE,37119.000000,9,4124.333333
UA,VER,15909.000000,21,757.571429
UA,XNA,15827.000000,30,527.566667
UA,XPL,30787.000000,26,1184.115385
UA,YAP,6372.000000,12,531.000000
UA,YEG,28666.000000,28,1023.785714
UA,YHZ,8227.000000,11,747.909091
UA,YJT,939.000000,1,939.000000
UA,YQM,606.000000,1,606.000000
UA,YQX,1675.000000,1,1675.000000
UA,YUL,15234.000000,6,2539.000000
UA,YVR,392325.000000,287,1366.986063
UA,YYC,227101.000000,174,1305.178161
UA,YYZ,212895.000000,188,1132.420213
UA,ZIH,13044.000000,9,1449.333333
UA,ZRH,280929.000000,64,4389.515625
UX,JFK,75369.000000,21,3589.000000
UX,MAD,163394.000000,41,3985.219512
UX,MIA,84056.000000,19,4424.000000
UX,PUJ,155.000000,1,155.000000
UX,SJU,7938.000000,2,3969.000000
V8,ABL,23.000000,1,23.000000
V8,ADQ,328.000000,2,164.000000
V8,AET,508.000000,2,254.000000
V8,AIN,1424.000000,2,712.000000
V8,AKN,3110.000000,20,155.500000
V8,AKP,485.000000,1,485.000000
V8,ANC,37520.000000,127,295.433071
V8,ANI,1474.000000,5,294.800000
V8,ARC,498.000000,1,498.000000
V8,AUK,64.000000,1,64.000000
V8,BET,647.000000,2,323.500000
V8,CDB,1240.000000,2,620.000000
V8,CHU,307.000000,1,307.000000
V8,CIK,424.000000,1,424.000000
V8,DLG,3195.000000,19,168.157895
V8,DUT,1986.000000,3,662.000000
V8,EEK,414.000000,1,414.000000
V8,EGX,942.000000,4,235.500000
V8,ENA,806.000000,5,161.200000
V8,FAI,498.000000,2,249.000000
V8,GAL,746.000000,2,373.000000
V8,GNU,424.000000,1,424.000000
V8,HCR,893.000000,3,297.666667
V8,HOM,240.000000,2,120.000000
V8,HPB,1349.000000,3,449.666667
V8,IAN,89.000000,1,89.000000
V8,IGG,2983.000000,44,67.795455
V8,ILI,19872.000000,267,74.426966
V8,KFP,143.000000,1,143.000000
V8,KGK,849.000000,8,106.125000
V8,KKI,491.000000,3,163.666667
V8,KLG,294.000000,2,147.000000
V8,KLL,199.000000,3,66.333333
V8,KLN,3475.000000,13,267.307692
V8,KNK,6892.000000,112,61.535714
V8,KNW,1048.000000,7,149.714286
V8,KOT,134.000000,1,134.000000
V8,KPN,485.000000,1,485.000000
V8,KSM,897.000000,3,299.000000
V8,KVC,1244.000000,4,311.000000
V8,LKK,233.000000,1,233.000000
V8,MCG,660.000000,3,220.000000
V8,MLL,475.000000,3,158.333333
V8,MOU,520.000000,2,260.000000
V8,MYU,83.000000,1,83.000000
V8,NLG,2498.000000,5,499.600000
V8,NNL,4792.000000,94,50.978723
V8,OBU,7.000000,1,7.000000
V8,OTZ,386.000000,1,386.000000
V8,PAQ,42.000000,1,42.000000
V8,PDB,2349.000000,45,52.200000
V8,PIP,285.000000,2,142.500000
V8,PML,3297.000000,8,412.125000
V8,PQS,430.000000,1,430.000000
V8,PTA,2339.000000,51,45.862745
V8,PTH,365.000000,2,182.500000
V8,PTU,435.000000,1,435.000000
V8,QQB,223.000000,4,55.750000
V8,RDB,688.000000,2,344.000000
V8,RSH,55.000000,1,55.000000
V8,SCM,388.000000,1,388.000000
V8,SDP,2008.000000,6,334.666667
V8,SHG,157.000000,3,52.333333
V8,SXP,494.000000,1,494.000000
V8,TLT,247.000000,2,123.500000
V8,TOG,388.000000,1,388.000000
V8,UNK,393.000000,1,393.000000
V8,VAK,544.000000,1,544.000000
V8,WWA,264.000000,2,132.000000
VB,AUS,7164.000000,20,358.200000
VB,BGR,6537.000000,3,2179.000000
VB,BJX,50455.000000,54,934.351852
VB,BNA,3117.000000,3,1039.000000
VB,BUF,4743.000000,3,1581.000000
VB,CLT,3120.000000,3,1040.000000
VB,CMH,14153.000000,10,1415.300000
VB,CUN,56852.000000,46,1235.913043
VB,CVG,24738.000000,20,1236.900000
VB,DEN,23138.000000,23,1006.000000
VB,DFW,28895.000000,42,687.976190
VB,FLL,2563.000000,2,1281.500000
VB,GDL,67441.000000,53,1272.471698
VB,HMO,1611.000000,3,537.000000
VB,IAH,62154.000000,94,661.212766
VB,IND,354.000000,2,177.000000
VB,JFK,50210.000000,24,2092.083333
VB,KEF,6636.000000,3,2212.000000
VB,LAS,63175.000000,49,1289.285714
VB,LAX,97415.000000,71,1372.042254
VB,MCI,8449.000000,7,1207.000000
VB,MCO,24136.000000,25,965.440000
VB,MEM,2946.000000,3,982.000000
VB,MEX,187453.000000,139,1348.582734
VB,MIA,19092.000000,19,1004.842105
VB,MID,11133.000000,14,795.214286
VB,MLM,22191.000000,13,1707.000000
VB,MSY,1302.000000,2,651.000000
VB,MTY,201184.000000,236,852.474576
VB,NLU,723.000000,1,723.000000
VB,OAK,15446.000000,10,1544.600000
VB,ONT,47.000000,1,47.000000
VB,ORD,141608.000000,90,1573.422222
VB,PIT,5584.000000,4,1396.000000
VB,QRO,20826.000000,31,671.806452
VB,ROW,1768.000000,4,442.000000
VB,SAT,52707.000000,105,501.971429
VB,SJD,5505.000000,3,1835.000000
VB,SMF,75.000000,1,75.000000
VB,TIJ,265.000000,1,265.000000
VB,TLC,5002.000000,3,1667.333333
VB,TPA,162.000000,2,81.000000
VB,TRC,1632.000000,4,408.000000
VB,ZCL,1568.000000,1,1568.000000
VC,AKN,1152.000000,4,288.000000
VC,ANC,25482.000000,46,553.956522
VC,CDB,9172.000000,27,339.703704
VC,DUT,10446.000000,15,696.400000
VC,HOM,702.000000,6,117.000000
VC,SDP,8511.000000,27,315.222222
VI,CPX,1070.000000,34,31.470588
VI,JRV,385.000000,22,17.500000
VI,SIG,1089.000000,22,49.500000
VI,SJU,86.000000,2,43.000000
VI,VQS,864.000000,34,25.411765
VJT,ABV,6658.000000,1,6658.000000
VJT,ABZ,6215.000000,2,3107.500000
VJT,ACK,3463.000000,1,3463.000000
VJT,ACY,13320.000000,4,3330.000000
VJT,ADS,5477.000000,1,5477.000000
VJT,ADW,454.000000,1,454.000000
VJT,AEY,2721.000000,1,2721.000000
VJT,AGP,55296.000000,13,4253.538462
VJT,AHO,5015.000000,1,5015.000000
VJT,AKL,4389.000000,1,4389.000000
VJT,ALG,4043.000000,1,4043.000000
VJT,AMS,39996.000000,10,3999.600000
VJT,ANC,89401.000000,19,4705.315789
VJT,ANU,16862.000000,9,1873.555556
VJT,APA,14499.000000,3,4833.000000
VJT,APC,17817.000000,4,4454.250000
VJT,APF,3428.000000,3,1142.666667
VJT,APW,6260.000000,1,6260.000000
VJT,ARN,24300.000000,5,4860.000000
VJT,ASE,14099.000000,4,3524.750000
VJT,ASK,5080.000000,1,5080.000000
VJT,ATH,98819.000000,18,5489.944444
VJT,ATL,25865.000000,6,4310.833333
VJT,AUH,13330.000000,2,6665.000000
VJT,AUS,87337.000000,18,4852.055556
VJT,AVN,5483.000000,1,5483.000000
VJT,AXA,18576.000000,10,1857.600000
VJT,AYT,5281.000000,1,5281.000000
VJT,AZI,85558.000000,12,7129.833333
VJT,BCN,66323.000000,15,4421.533333
VJT,BCT,27512.000000,10,2751.200000
VJT,BDA,10035.000000,10,1003.500000
VJT,BDR,8476.000000,3,2825.333333
VJT,BED,102274.000000,33,3099.212121
VJT,BFI,65069.000000,13,5005.307692
VJT,BGI,17320.000000,7,2474.285714
VJT,BGO,3466.000000,1,3466.000000
VJT,BGY,4016.000000,1,4016.000000
VJT,BHD,2991.000000,1,2991.000000
VJT,BHM,5142.000000,1,5142.000000
VJT,BHX,23699.000000,6,3949.833333
VJT,BIO,5504.000000,1,5504.000000
VJT,BJC,2003.000000,1,2003.000000
VJT,BJV,5637.000000,1,5637.000000
VJT,BKL,5996.000000,2,2998.000000
VJT,BLI,5111.000000,1,5111.000000
VJT,BLM,11123.000000,3,3707.666667
VJT,BLQ,24476.000000,5,4895.200000
VJT,BNA,35288.000000,9,3920.888889
VJT,BOG,2488.000000,1,2488.000000
VJT,BOH,10164.000000,3,3388.000000
VJT,BOS,153798.000000,47,3272.297872
VJT,BQH,32885.000000,8,4110.625000
VJT,BRS,4329.000000,1,4329.000000
VJT,BRU,25082.000000,6,4180.333333
VJT,BSB,8693.000000,2,4346.500000
VJT,BSL,8583.000000,2,4291.500000
VJT,BTR,5531.000000,2,2765.500000
VJT,BTV,5056.000000,2,2528.000000
VJT,BUD,33879.000000,7,4839.857143
VJT,BUF,12075.000000,3,4025.000000
VJT,BUR,15326.000000,4,3831.500000
VJT,BWE,4850.000000,1,4850.000000
VJT,BWI,5024.000000,2,2512.000000
VJT,BZE,4047.000000,2,2023.500000
VJT,BZN,5347.000000,1,5347.000000
VJT,CAE,4078.000000,1,4078.000000
VJT,CAG,5114.000000,1,5114.000000
VJT,CAI,31877.000000,5,6375.400000
VJT,CAK,3742.000000,1,3742.000000
VJT,CAT,5452.000000,6,908.666667
VJT,CHO,2875.000000,1,2875.000000
VJT,CHQ,11758.000000,2,5879.000000
VJT,CHS,11939.000000,3,3979.666667
VJT,CIA,61683.000000,13,4744.846154
VJT,CJC,4360.000000,1,4360.000000
VJT,CKB,996.000000,1,996.000000
VJT,CLD,8350.000000,1,8350.000000
VJT,CLE,19408.000000,6,3234.666667
VJT,CLT,4594.000000,3,1531.333333
VJT,CMF,7807.000000,2,3903.500000
VJT,CMH,11740.000000,3,3913.333333
VJT,CPH,22016.000000,5,4403.200000
VJT,CRK,14230.000000,2,7115.000000
VJT,CSL,8482.000000,8,1060.250000
VJT,CTA,19417.000000,4,4854.250000
VJT,CTS,9615.000000,2,4807.500000
VJT,CTU,6871.000000,1,6871.000000
VJT,CUN,13092.000000,8,1636.500000
VJT,CXO,5579.000000,1,5579.000000
VJT,DAB,9595.000000,2,4797.500000
VJT,DAL,29703.000000,8,3712.875000
VJT,DAV,3515.000000,2,1757.500000
VJT,DBB,11348.000000,2,5674.000000
VJT,DBQ,2333.000000,1,2333.000000
VJT,DBV,10649.000000,2,5324.500000
VJT,DEN,14943.000000,4,3735.750000
VJT,DFW,4774.000000,1,4774.000000
VJT,DIA,6705.000000,1,6705.000000
VJT,DIJ,17148.000000,4,4287.000000
VJT,DLH,7904.000000,2,3952.000000
VJT,DPA,14666.000000,3,4888.666667
