CARRIER|ORIGIN,PASSENGERS_Sum,PASSENGERS_Count,PASSENGERS_Mean,SEATS_Sum,SEATS_Count,SEATS_Mean,DEPARTURES_PERFORMED_Sum,DEPARTURES_PERFORMED_Count,DEPARTURES_PERFORMED_Mean
2NQ|HVN,24.000000,8,3.000000,74.000000,8,9.250000,10.000000,8,1.250000
2NQ|IAD,1.000000,1,1.000000,5.000000,1,5.000000,1.000000,1,1.000000
2NQ|ISP,2.000000,1,2.000000,5.000000,1,5.000000,1.000000,1,1.000000
2NQ|LCI,15.000000,3,5.000000,15.000000,3,5.000000,3.000000,3,1.000000
2NQ|LGA,8.000000,2,4.000000,16.000000,2,8.000000,2.000000,2,1.000000
2NQ|MHH,30.000000,6,5.000000,64.000000,6,10.666667,8.000000,6,1.333333
2NQ|MIA,6.000000,1,6.000000,8.000000,1,8.000000,1.000000,1,1.000000
2NQ|MIV,4.000000,1,4.000000,5.000000,1,5.000000,1.000000,1,1.000000
2NQ|MMU,1.000000,1,1.000000,5.000000,1,5.000000,1.000000,1,1.000000
2NQ|MPB,37.000000,7,5.285714,56.000000,7,8.000000,7.000000,7,1.000000
2NQ|MPV,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
2NQ|MTP,15.000000,6,2.500000,48.000000,6,8.000000,7.000000,6,1.166667
2NQ|MVY,4.000000,2,2.000000,13.000000,2,6.500000,2.000000,2,1.000000
2NQ|NAS,15.000000,3,5.000000,32.000000,3,10.666667,4.000000,3,1.333333
2NQ|NPT,12.000000,2,6.000000,13.000000,2,6.500000,2.000000,2,1.000000
2NQ|NYS,72.000000,18,4.000000,192.000000,18,10.666667,24.000000,18,1.333333
2NQ|OPF,30.000000,10,3.000000,88.000000,10,8.800000,11.000000,10,1.100000
2NQ|OWD,5.000000,2,2.500000,13.000000,2,6.500000,2.000000,2,1.000000
2NQ|PA5,5.000000,2,2.500000,15.000000,2,7.500000,3.000000,2,1.500000
2NQ|PBI,11.000000,4,2.750000,32.000000,4,8.000000,4.000000,4,1.000000
2NQ|PCT,5.000000,2,2.500000,10.000000,2,5.000000,2.000000,2,1.000000
2NQ|PNE,1.000000,1,1.000000,5.000000,1,5.000000,1.000000,1,1.000000
2NQ|PVC,2.000000,1,2.000000,5.000000,1,5.000000,1.000000,1,1.000000
2NQ|PVD,2.000000,1,2.000000,5.000000,1,5.000000,1.000000,1,1.000000
2NQ|RDG,2.000000,2,1.000000,10.000000,2,5.000000,2.000000,2,1.000000
2NQ|RUT,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
2NQ|SIG,29.000000,5,5.800000,41.000000,5,8.200000,5.000000,5,1.000000
2NQ|SJU,7.000000,1,7.000000,9.000000,1,9.000000,1.000000,1,1.000000
2NQ|SLK,7.000000,1,7.000000,8.000000,1,8.000000,1.000000,1,1.000000
2NQ|STT,37.000000,7,5.285714,56.000000,7,8.000000,7.000000,7,1.000000
2NQ|STX,106.000000,15,7.066667,150.000000,15,10.000000,18.000000,15,1.200000
2NQ|SUA,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
2NQ|TEB,8.000000,3,2.666667,15.000000,3,5.000000,3.000000,3,1.000000
2NQ|VWK,4.000000,2,2.000000,18.000000,2,9.000000,3.000000,2,1.500000
2NQ|WGO,9.000000,1,9.000000,9.000000,1,9.000000,1.000000,1,1.000000
2NQ|WST,19.000000,4,4.750000,74.000000,4,18.500000,10.000000,4,2.500000
2OQ|PPG,50.000000,8,6.250000,171.000000,8,21.375000,19.000000,8,2.375000
2OQ|TBU,10.000000,2,5.000000,36.000000,2,18.000000,4.000000,2,2.000000
2OQ|VAV,18.000000,4,4.500000,45.000000,4,11.250000,5.000000,4,1.250000
2O|01A,4.000000,1,4.000000,12.000000,1,12.000000,2.000000,1,2.000000
2O|06A,55.000000,12,4.583333,396.000000,12,33.000000,66.000000,12,5.500000
2O|09A,25.000000,6,4.166667,51.000000,6,8.500000,7.000000,6,1.166667
2O|A04,10.000000,2,5.000000,18.000000,2,9.000000,3.000000,2,1.500000
2O|A17,9.000000,3,3.000000,26.000000,3,8.666667,5.000000,3,1.666667
2O|A29,32.000000,6,5.333333,111.000000,6,18.500000,20.000000,6,3.333333
2O|A30,6.000000,3,2.000000,17.000000,3,5.666667,3.000000,3,1.000000
2O|A34,12.000000,5,2.400000,35.000000,5,7.000000,6.000000,5,1.200000
2O|A43,575.000000,162,3.549383,3337.000000,162,20.598765,575.000000,162,3.549383
2O|A50,4.000000,1,4.000000,6.000000,1,6.000000,1.000000,1,1.000000
2O|A65,2.000000,1,2.000000,18.000000,1,18.000000,3.000000,1,3.000000
2O|A75,5.000000,2,2.500000,12.000000,2,6.000000,2.000000,2,1.000000
2O|A76,3.000000,1,3.000000,12.000000,1,12.000000,2.000000,1,2.000000
2O|A87,2.000000,1,2.000000,6.000000,1,6.000000,1.000000,1,1.000000
2O|ADQ,597.000000,110,5.427273,2412.000000,110,21.927273,411.000000,110,3.736364
2O|AKK,182.000000,36,5.055556,715.000000,36,19.861111,115.000000,36,3.194444
2O|AKN,4.000000,1,4.000000,5.000000,1,5.000000,1.000000,1,1.000000
2O|ALZ,32.000000,16,2.000000,339.000000,16,21.187500,57.000000,16,3.562500
2O|AOS,55.000000,26,2.115385,283.000000,26,10.884615,50.000000,26,1.923077
2O|BFB,7.000000,5,1.400000,29.000000,5,5.800000,5.000000,5,1.000000
2O|DGB,137.000000,26,5.269231,833.000000,26,32.038462,151.000000,26,5.807692
2O|EGX,6.000000,1,6.000000,10.000000,1,10.000000,2.000000,1,2.000000
2O|EHR,21.000000,8,2.625000,81.000000,8,10.125000,14.000000,8,1.750000
2O|JLA,9.000000,2,4.500000,30.000000,2,15.000000,5.000000,2,2.500000
2O|KCQ,5.000000,2,2.500000,15.000000,2,7.500000,3.000000,2,1.500000
2O|KKB,109.000000,31,3.516129,626.000000,31,20.193548,108.000000,31,3.483871
2O|KKL,8.000000,2,4.000000,30.000000,2,15.000000,5.000000,2,2.500000
2O|KLN,129.000000,25,5.160000,419.000000,25,16.760000,71.000000,25,2.840000
2O|KMY,36.000000,13,2.769231,212.000000,13,16.307692,36.000000,13,2.769231
2O|KOY,34.000000,9,3.777778,161.000000,9,17.888889,27.000000,9,3.000000
2O|KOZ,145.000000,37,3.918919,527.000000,37,14.243243,83.000000,37,2.243243
2O|KPR,18.000000,10,1.800000,156.000000,10,15.600000,28.000000,10,2.800000
2O|KPY,59.000000,26,2.269231,345.000000,26,13.269231,58.000000,26,2.230769
2O|KWP,71.000000,24,2.958333,304.000000,24,12.666667,51.000000,24,2.125000
2O|KYK,133.000000,29,4.586207,647.000000,29,22.310345,117.000000,29,4.034483
2O|KZB,67.000000,23,2.913043,341.000000,23,14.826087,59.000000,23,2.565217
2O|NNK,3.000000,1,3.000000,5.000000,1,5.000000,1.000000,1,1.000000
2O|OLH,76.000000,19,4.000000,244.000000,19,12.842105,40.000000,19,2.105263
2O|ONN,22.000000,6,3.666667,77.000000,6,12.833333,13.000000,6,2.166667
2O|ORI,130.000000,35,3.714286,665.000000,35,19.000000,101.000000,35,2.885714
2O|SKJ,13.000000,4,3.250000,42.000000,4,10.500000,8.000000,4,2.000000
2O|SYB,70.000000,28,2.500000,388.000000,28,13.857143,69.000000,28,2.464286
2O|UGB,4.000000,1,4.000000,12.000000,1,12.000000,2.000000,1,2.000000
2O|UGI,45.000000,17,2.647059,280.000000,17,16.470588,47.000000,17,2.764706
2O|WQX,3.000000,1,3.000000,6.000000,1,6.000000,1.000000,1,1.000000
2UQ|AUS,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
2UQ|BRS,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
2UQ|CIW,4.000000,2,2.000000,28.000000,2,14.000000,2.000000,2,1.000000
2UQ|INV,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
2UQ|OXF,17.000000,7,2.428571,98.000000,7,14.000000,7.000000,7,1.000000
2UQ|SJC,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
2UQ|SXM,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
2UQ|TEB,29.000000,12,2.416667,168.000000,12,14.000000,12.000000,12,1.000000
36Q|ACK,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|AGP,4.000000,2,2.000000,26.000000,2,13.000000,2.000000,2,1.000000
36Q|AMS,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|ANU,10.000000,2,5.000000,26.000000,2,13.000000,2.000000,2,1.000000
36Q|ATH,7.000000,1,7.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|AUS,10.000000,3,3.333333,38.000000,3,12.666667,3.000000,3,1.000000
36Q|AZA,6.000000,1,6.000000,19.000000,1,19.000000,1.000000,1,1.000000
36Q|BCT,8.000000,6,1.333333,74.000000,6,12.333333,6.000000,6,1.000000
36Q|BDA,8.000000,2,4.000000,27.000000,2,13.500000,2.000000,2,1.000000
36Q|BED,7.000000,1,7.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|BGR,12.000000,2,6.000000,31.000000,2,15.500000,2.000000,2,1.000000
36Q|BHD,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|BIQ,4.000000,1,4.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|BLQ,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|BNA,8.000000,2,4.000000,28.000000,2,14.000000,2.000000,2,1.000000
36Q|BOS,22.000000,6,3.666667,84.000000,6,14.000000,6.000000,6,1.000000
36Q|BRN,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|BRQ,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|BTV,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|BWE,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|BWI,12.000000,2,6.000000,31.000000,2,15.500000,2.000000,2,1.000000
36Q|CGN,14.000000,3,4.666667,47.000000,3,15.666667,3.000000,3,1.000000
36Q|CHS,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
36Q|CLT,5.000000,1,5.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|CMF,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|COU,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|CPH,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|CPR,4.000000,1,4.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|CRL,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|CTA,7.000000,2,3.500000,28.000000,2,14.000000,2.000000,2,1.000000
36Q|CWL,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|DAL,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|DUB,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|EIN,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|EWR,59.000000,19,3.105263,282.000000,19,14.842105,21.000000,19,1.105263
36Q|FAB,14.000000,3,4.666667,40.000000,3,13.333333,3.000000,3,1.000000
36Q|FLL,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|FOK,11.000000,2,5.500000,26.000000,2,13.000000,2.000000,2,1.000000
36Q|FXE,9.000000,2,4.500000,26.000000,2,13.000000,2.000000,2,1.000000
36Q|GCM,11.000000,2,5.500000,26.000000,2,13.000000,2.000000,2,1.000000
36Q|GGT,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|GIB,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|GOT,3.000000,1,3.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|GVA,18.000000,3,6.000000,36.000000,3,12.000000,3.000000,3,1.000000
36Q|HOU,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|HPN,9.000000,2,4.500000,25.000000,2,12.500000,2.000000,2,1.000000
36Q|IAD,14.000000,5,2.800000,66.000000,5,13.200000,5.000000,5,1.000000
36Q|IAH,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|IBZ,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|JMK,7.000000,1,7.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|LAL,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|LAS,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|LAX,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|LBG,38.000000,9,4.222222,135.000000,9,15.000000,10.000000,9,1.111111
36Q|LEX,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|LGA,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
36Q|LIR,9.000000,2,4.500000,24.000000,2,12.000000,2.000000,2,1.000000
36Q|LIS,4.000000,2,2.000000,26.000000,2,13.000000,2.000000,2,1.000000
36Q|LRT,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|LTN,40.000000,15,2.666667,217.000000,15,14.466667,16.000000,15,1.066667
36Q|LUX,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|MAD,12.000000,4,3.000000,64.000000,4,16.000000,5.000000,4,1.250000
36Q|MAN,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|MCO,4.000000,1,4.000000,19.000000,1,19.000000,1.000000,1,1.000000
36Q|MDE,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|MDW,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
36Q|MHH,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|MIA,19.000000,7,2.714286,95.000000,7,13.571429,7.000000,7,1.000000
36Q|MLA,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|MLB,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
36Q|MMU,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
36Q|MUC,5.000000,3,1.666667,45.000000,3,15.000000,3.000000,3,1.000000
36Q|MVY,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|NAP,9.000000,2,4.500000,28.000000,2,14.000000,2.000000,2,1.000000
36Q|NAS,33.000000,4,8.250000,52.000000,4,13.000000,4.000000,4,1.000000
36Q|NCE,39.000000,7,5.571429,99.000000,7,14.142857,7.000000,7,1.000000
36Q|OLB,13.000000,2,6.500000,36.000000,2,18.000000,3.000000,2,1.500000
36Q|OPF,27.000000,7,3.857143,92.000000,7,13.142857,7.000000,7,1.000000
36Q|ORD,6.000000,1,6.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|PBI,10.000000,4,2.500000,54.000000,4,13.500000,4.000000,4,1.000000
36Q|PEG,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|PHX,1.000000,1,1.000000,19.000000,1,19.000000,1.000000,1,1.000000
36Q|PLS,9.000000,3,3.000000,46.000000,3,15.333333,3.000000,3,1.000000
36Q|PMI,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|PVD,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|PVR,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|PWK,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|PWM,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|RIL,3.000000,1,3.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|SBA,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|SCF,5.000000,2,2.500000,26.000000,2,13.000000,2.000000,2,1.000000
36Q|SFO,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|SIR,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|SJC,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|SJO,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
36Q|SLC,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|SNN,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|STL,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|STN,10.000000,1,10.000000,19.000000,1,19.000000,1.000000,1,1.000000
36Q|SXF,3.000000,1,3.000000,19.000000,1,19.000000,1.000000,1,1.000000
36Q|SXM,8.000000,1,8.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|TEB,92.000000,23,4.000000,317.000000,23,13.782609,24.000000,23,1.043478
36Q|TLC,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|UIO,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|VIE,5.000000,1,5.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|VNY,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|WAW,4.000000,1,4.000000,12.000000,1,12.000000,1.000000,1,1.000000
36Q|YHZ,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
36Q|YOW,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|YUL,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
36Q|YVR,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
36Q|YYZ,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
36Q|ZRH,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
3AQ|7AK,41.000000,11,3.727273,384.000000,11,34.909091,64.000000,11,5.818182
3AQ|A5K,7.000000,5,1.400000,48.000000,5,9.600000,8.000000,5,1.600000
3AQ|ADQ,4.000000,2,2.000000,12.000000,2,6.000000,2.000000,2,1.000000
3AQ|AKN,3.000000,3,1.000000,18.000000,3,6.000000,3.000000,3,1.000000
3AQ|ANI,11.000000,3,3.666667,78.000000,3,26.000000,8.000000,3,2.666667
3AQ|BRW,4.000000,1,4.000000,6.000000,1,6.000000,1.000000,1,1.000000
3AQ|BTT,3.000000,2,1.500000,18.000000,2,9.000000,3.000000,2,1.500000
3AQ|CDB,2.000000,2,1.000000,12.000000,2,6.000000,2.000000,2,1.000000
3AQ|CKU,4.000000,1,4.000000,8.000000,1,8.000000,2.000000,1,2.000000
3AQ|CXF,9.000000,5,1.800000,30.000000,5,6.000000,5.000000,5,1.000000
3AQ|DJN,25.000000,10,2.500000,132.000000,10,13.200000,22.000000,10,2.200000
3AQ|DQL,9.000000,2,4.500000,24.000000,2,12.000000,4.000000,2,2.000000
3AQ|DUT,10.000000,5,2.000000,48.000000,5,9.600000,8.000000,5,1.600000
3AQ|ENA,12.000000,5,2.400000,30.000000,5,6.000000,5.000000,5,1.000000
3AQ|FYU,2.000000,1,2.000000,6.000000,1,6.000000,1.000000,1,1.000000
3AQ|GAL,14.000000,4,3.500000,60.000000,4,15.000000,10.000000,4,2.500000
3AQ|GBH,12.000000,7,1.714286,90.000000,7,12.857143,15.000000,7,2.142857
3AQ|GKN,45.000000,23,1.956522,282.000000,23,12.260870,47.000000,23,2.043478
3AQ|HOM,154.000000,51,3.019608,924.000000,51,18.117647,154.000000,51,3.019608
3AQ|HSL,3.000000,1,3.000000,36.000000,1,36.000000,6.000000,1,6.000000
3AQ|ILI,6.000000,4,1.500000,24.000000,4,6.000000,4.000000,4,1.000000
3AQ|KEB,4.000000,1,4.000000,6.000000,1,6.000000,1.000000,1,1.000000
3AQ|KQA,33.000000,11,3.000000,288.000000,11,26.181818,48.000000,11,4.363636
3AQ|KVC,4.000000,1,4.000000,11.000000,1,11.000000,1.000000,1,1.000000
3AQ|LIV,14.000000,7,2.000000,54.000000,7,7.714286,9.000000,7,1.285714
3AQ|LVD,2.000000,1,2.000000,6.000000,1,6.000000,1.000000,1,1.000000
3AQ|MCG,8.000000,3,2.666667,28.000000,3,9.333333,3.000000,3,1.000000
3AQ|MLY,2.000000,2,1.000000,12.000000,2,6.000000,2.000000,2,1.000000
3AQ|MRI,3.000000,1,3.000000,6.000000,1,6.000000,1.000000,1,1.000000
3AQ|MTX,146.000000,51,2.862745,749.000000,51,14.686275,124.000000,51,2.431373
3AQ|NUI,5.000000,1,5.000000,12.000000,1,12.000000,2.000000,1,2.000000
3AQ|PGM,40.000000,21,1.904762,198.000000,21,9.428571,33.000000,21,1.571429
3AQ|PPC,55.000000,24,2.291667,318.000000,24,13.250000,53.000000,24,2.208333
3AQ|PTH,3.000000,3,1.000000,18.000000,3,6.000000,3.000000,3,1.000000
3AQ|RBY,6.000000,1,6.000000,54.000000,1,54.000000,9.000000,1,9.000000
3AQ|RDV,7.000000,3,2.333333,66.000000,3,22.000000,6.000000,3,2.000000
3AQ|SCC,7.000000,4,1.750000,30.000000,4,7.500000,5.000000,4,1.250000
3AQ|SOV,78.000000,20,3.900000,414.000000,20,20.700000,69.000000,20,3.450000
3AQ|SWD,9.000000,3,3.000000,30.000000,3,10.000000,5.000000,3,1.666667
3AQ|TKJ,8.000000,2,4.000000,18.000000,2,9.000000,3.000000,2,1.500000
3AQ|UMT,1.000000,1,1.000000,12.000000,1,12.000000,2.000000,1,2.000000
3AQ|UNK,2.000000,2,1.000000,12.000000,2,6.000000,2.000000,2,1.000000
3AQ|VDZ,23.000000,10,2.300000,102.000000,10,10.200000,21.000000,10,2.100000
3BQ|TYM,10.000000,2,5.000000,26.000000,2,13.000000,3.000000,2,1.500000
3EQ|1B1,10.000000,1,10.000000,13.000000,1,13.000000,1.000000,1,1.000000
3EQ|2GA,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
3EQ|ABQ,24.000000,6,4.000000,55.000000,6,9.166667,6.000000,6,1.000000
3EQ|ACT,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
3EQ|ACV,6.000000,1,6.000000,7.000000,1,7.000000,1.000000,1,1.000000
3EQ|ADS,2.000000,2,1.000000,15.000000,2,7.500000,2.000000,2,1.000000
3EQ|AL6,8.000000,1,8.000000,8.000000,1,8.000000,1.000000,1,1.000000
3EQ|AMA,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
3EQ|ANU,17.000000,2,8.500000,28.000000,2,14.000000,2.000000,2,1.000000
3EQ|APA,52.000000,14,3.714286,117.000000,14,8.357143,14.000000,14,1.000000
3EQ|APC,47.000000,10,4.700000,73.000000,10,7.300000,10.000000,10,1.000000
3EQ|ASE,80.000000,15,5.333333,145.000000,15,9.666667,15.000000,15,1.000000
3EQ|AST,8.000000,1,8.000000,8.000000,1,8.000000,1.000000,1,1.000000
3EQ|ATL,5.000000,1,5.000000,12.000000,1,12.000000,1.000000,1,1.000000
3EQ|AUO,11.000000,2,5.500000,16.000000,2,8.000000,2.000000,2,1.000000
3EQ|AUS,55.000000,9,6.111111,85.000000,9,9.444444,9.000000,9,1.000000
3EQ|AVL,11.000000,2,5.500000,26.000000,2,13.000000,2.000000,2,1.000000
3EQ|AVW,2.000000,1,2.000000,6.000000,1,6.000000,1.000000,1,1.000000
3EQ|AXA,5.000000,1,5.000000,8.000000,1,8.000000,1.000000,1,1.000000
3EQ|AZ3,7.000000,1,7.000000,16.000000,1,16.000000,1.000000,1,1.000000
3EQ|BCT,8.000000,3,2.666667,32.000000,3,10.666667,3.000000,3,1.000000
3EQ|BED,6.000000,1,6.000000,18.000000,1,18.000000,1.000000,1,1.000000
3EQ|BFI,53.000000,16,3.312500,141.000000,16,8.812500,16.000000,16,1.000000
3EQ|BFL,9.000000,3,3.000000,45.000000,3,15.000000,3.000000,3,1.000000
3EQ|BHM,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
3EQ|BIL,4.000000,1,4.000000,7.000000,1,7.000000,1.000000,1,1.000000
3EQ|BJC,53.000000,10,5.300000,88.000000,10,8.800000,10.000000,10,1.000000
3EQ|BLD,8.000000,2,4.000000,14.000000,2,7.000000,2.000000,2,1.000000
3EQ|BNA,29.000000,6,4.833333,77.000000,6,12.833333,6.000000,6,1.000000
3EQ|BOS,8.000000,2,4.000000,26.000000,2,13.000000,2.000000,2,1.000000
3EQ|BTM,2.000000,1,2.000000,7.000000,1,7.000000,1.000000,1,1.000000
3EQ|BTR,6.000000,1,6.000000,8.000000,1,8.000000,1.000000,1,1.000000
3EQ|BTV,4.000000,1,4.000000,9.000000,1,9.000000,1.000000,1,1.000000
3EQ|BUF,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
3EQ|BUR,51.000000,12,4.250000,96.000000,12,8.000000,13.000000,12,1.083333
3EQ|BWI,10.000000,2,5.000000,24.000000,2,12.000000,2.000000,2,1.000000
3EQ|BZN,22.000000,7,3.142857,57.000000,7,8.142857,7.000000,7,1.000000
3EQ|C01,14.000000,8,1.750000,68.000000,8,8.500000,8.000000,8,1.000000
3EQ|CBK,7.000000,2,3.500000,14.000000,2,7.000000,2.000000,2,1.000000
3EQ|CCR,4.000000,1,4.000000,6.000000,1,6.000000,1.000000,1,1.000000
3EQ|CGN,3.000000,1,3.000000,12.000000,1,12.000000,1.000000,1,1.000000
3EQ|CHA,2.000000,1,2.000000,6.000000,1,6.000000,1.000000,1,1.000000
3EQ|CIC,2.000000,1,2.000000,7.000000,1,7.000000,1.000000,1,1.000000
3EQ|CLD,43.000000,11,3.909091,91.000000,11,8.272727,12.000000,11,1.090909
3EQ|CLE,6.000000,1,6.000000,9.000000,1,9.000000,1.000000,1,1.000000
3EQ|CLL,2.000000,2,1.000000,18.000000,2,9.000000,2.000000,2,1.000000
3EQ|CLM,2.000000,1,2.000000,7.000000,1,7.000000,1.000000,1,1.000000
3EQ|CLT,4.000000,1,4.000000,12.000000,1,12.000000,1.000000,1,1.000000
3EQ|CMH,18.000000,4,4.500000,40.000000,4,10.000000,4.000000,4,1.000000
3EQ|CNO,1.000000,1,1.000000,7.000000,1,7.000000,1.000000,1,1.000000
3EQ|CNY,10.000000,2,5.000000,12.000000,2,6.000000,2.000000,2,1.000000
3EQ|COE,28.000000,8,3.500000,61.000000,8,7.625000,8.000000,8,1.000000
3EQ|COS,10.000000,3,3.333333,26.000000,3,8.666667,3.000000,3,1.000000
3EQ|COU,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
3EQ|CRS,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
3EQ|CSL,101.000000,17,5.941176,193.000000,17,11.352941,17.000000,17,1.000000
3EQ|CSN,1.000000,1,1.000000,6.000000,1,6.000000,1.000000,1,1.000000
3EQ|CUN,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
3EQ|DAL,27.000000,8,3.375000,83.000000,8,10.375000,8.000000,8,1.000000
3EQ|DEN,10.000000,2,5.000000,22.000000,2,11.000000,2.000000,2,1.000000
3EQ|DET,7.000000,1,7.000000,12.000000,1,12.000000,1.000000,1,1.000000
3EQ|DFW,9.000000,2,4.500000,25.000000,2,12.500000,2.000000,2,1.000000
3EQ|DPA,12.000000,3,4.000000,34.000000,3,11.333333,3.000000,3,1.000000
3EQ|DRO,13.000000,3,4.333333,29.000000,3,9.666667,3.000000,3,1.000000
