CARRIER|ORIGIN,PASSENGERS_Sum,PASSENGERS_Count,PASSENGERS_Mean,SEATS_Sum,SEATS_Count,SEATS_Mean,DEPARTURES_PERFORMED_Sum,DEPARTURES_PERFORMED_Count,DEPARTURES_PERFORMED_Mean
QFX|IST,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|LAS,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|LAX,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|LBG,19.000000,5,3.800000,68.000000,5,13.600000,5.000000,5,1.000000
QFX|LEB,21.000000,3,7.000000,42.000000,3,14.000000,3.000000,3,1.000000
QFX|LTN,7.000000,2,3.500000,27.000000,2,13.500000,2.000000,2,1.000000
QFX|MCO,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|MDW,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|MIA,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|MKE,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|MRY,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|MSP,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|MXP,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|NCE,14.000000,3,4.666667,39.000000,3,13.000000,3.000000,3,1.000000
QFX|OPF,27.000000,7,3.857143,94.000000,7,13.428571,7.000000,7,1.000000
QFX|OSH,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|PBI,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|PDK,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|PHL,15.000000,2,7.500000,27.000000,2,13.500000,2.000000,2,1.000000
QFX|PIE,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|PRG,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|PWK,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|RDU,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|RIC,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|RSW,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|SFO,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|SID,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|SJC,21.000000,3,7.000000,41.000000,3,13.666667,3.000000,3,1.000000
QFX|SJD,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|SKB,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
QFX|SUN,29.000000,4,7.250000,56.000000,4,14.000000,4.000000,4,1.000000
QFX|TEB,62.000000,14,4.428571,183.000000,14,13.071429,15.000000,14,1.071429
QFX|TER,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|TOS,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|TTN,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|VNY,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|YQX,1.000000,1,1.000000,9.000000,1,9.000000,1.000000,1,1.000000
QFX|YVR,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
QX|PAE,9.000000,1,9.000000,76.000000,1,76.000000,1.000000,1,1.000000
QX|SEA,2.000000,1,2.000000,76.000000,1,76.000000,1.000000,1,1.000000
RVQ|ANC,43.000000,9,4.777778,543.000000,9,60.333333,77.000000,9,8.555556
RVQ|GKN,29.000000,9,3.222222,543.000000,9,60.333333,77.000000,9,8.555556
RV|AUS,8.000000,1,8.000000,196.000000,1,196.000000,1.000000,1,1.000000
S2|GUM,84.000000,18,4.666667,545.000000,18,30.277778,76.000000,18,4.222222
S2|ROP,86.000000,15,5.733333,144.000000,15,9.600000,18.000000,15,1.200000
S2|SPN,110.000000,20,5.500000,310.000000,20,15.500000,44.000000,20,2.200000
S2|TIQ,88.000000,13,6.769231,177.000000,13,13.615385,24.000000,13,1.846154
SNK|BVU,75.000000,16,4.687500,293.000000,16,18.312500,64.000000,16,4.000000
SNK|MRI,98.000000,25,3.920000,507.000000,25,20.280000,123.000000,25,4.920000
SNK|SKW,56.000000,10,5.600000,175.000000,10,17.500000,35.000000,10,3.500000
SNK|TYE,94.000000,18,5.222222,295.000000,18,16.388889,74.000000,18,4.111111
SVW|ADW,10.000000,1,10.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|AGP,3.000000,2,1.500000,23.000000,2,11.500000,2.000000,2,1.000000
SVW|AMS,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|AVN,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|BED,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|BOS,23.000000,3,7.666667,46.000000,3,15.333333,3.000000,3,1.000000
SVW|BRU,2.000000,1,2.000000,15.000000,1,15.000000,1.000000,1,1.000000
SVW|BUD,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|BWI,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|CGN,6.000000,1,6.000000,11.000000,1,11.000000,1.000000,1,1.000000
SVW|CLT,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|CMN,7.000000,1,7.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|CNE,10.000000,1,10.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|CNY,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|COS,6.000000,1,6.000000,11.000000,1,11.000000,1.000000,1,1.000000
SVW|DUB,1.000000,1,1.000000,11.000000,1,11.000000,1.000000,1,1.000000
SVW|EMA,2.000000,1,2.000000,10.000000,1,10.000000,1.000000,1,1.000000
SVW|EWR,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|FAB,4.000000,2,2.000000,27.000000,2,13.500000,2.000000,2,1.000000
SVW|FLL,8.000000,3,2.666667,52.000000,3,17.333333,3.000000,3,1.000000
SVW|FOK,6.000000,2,3.000000,23.000000,2,11.500000,2.000000,2,1.000000
SVW|FSM,6.000000,1,6.000000,11.000000,1,11.000000,1.000000,1,1.000000
SVW|HKG,9.000000,1,9.000000,19.000000,1,19.000000,1.000000,1,1.000000
SVW|HPN,2.000000,1,2.000000,15.000000,1,15.000000,1.000000,1,1.000000
SVW|IAD,14.000000,3,4.666667,36.000000,3,12.000000,3.000000,3,1.000000
SVW|JED,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|JFK,11.000000,2,5.500000,32.000000,2,16.000000,2.000000,2,1.000000
SVW|KEF,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
SVW|LAD,5.000000,1,5.000000,19.000000,1,19.000000,1.000000,1,1.000000
SVW|LAS,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|LAX,9.000000,2,4.500000,28.000000,2,14.000000,2.000000,2,1.000000
SVW|LBG,24.000000,6,4.000000,81.000000,6,13.500000,6.000000,6,1.000000
SVW|LTN,8.000000,3,2.666667,41.000000,3,13.666667,3.000000,3,1.000000
SVW|MSY,2.000000,1,2.000000,19.000000,1,19.000000,1.000000,1,1.000000
SVW|NAS,8.000000,2,4.000000,33.000000,2,16.500000,2.000000,2,1.000000
SVW|NCE,16.000000,3,5.333333,48.000000,3,16.000000,3.000000,3,1.000000
SVW|OPF,18.000000,3,6.000000,42.000000,3,14.000000,3.000000,3,1.000000
SVW|PRG,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|PSA,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|PTK,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|PVD,4.000000,2,2.000000,20.000000,2,10.000000,2.000000,2,1.000000
SVW|RBA,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|SAT,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|SBD,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|SBZ,10.000000,1,10.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|SID,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|SNN,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|STN,6.000000,1,6.000000,19.000000,1,19.000000,1.000000,1,1.000000
SVW|STT,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
SVW|SUN,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|SXM,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|TEB,46.000000,13,3.538462,173.000000,13,13.307692,13.000000,13,1.000000
SVW|TPA,6.000000,1,6.000000,19.000000,1,19.000000,1.000000,1,1.000000
SVW|VNY,5.000000,1,5.000000,16.000000,1,16.000000,1.000000,1,1.000000
SVW|XRY,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|YYZ,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
SVW|ZRH,6.000000,2,3.000000,27.000000,2,13.500000,2.000000,2,1.000000
SWQ|ANC,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|BOS,6.000000,2,3.000000,26.000000,2,13.000000,2.000000,2,1.000000
SWQ|BRS,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|CCF,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|CKY,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|CMN,5.000000,2,2.500000,26.000000,2,13.000000,2.000000,2,1.000000
SWQ|EWR,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|FAB,8.000000,2,4.000000,26.000000,2,13.000000,2.000000,2,1.000000
SWQ|GIG,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|GVA,13.000000,4,3.250000,52.000000,4,13.000000,4.000000,4,1.000000
SWQ|LAS,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|LAX,8.000000,3,2.666667,39.000000,3,13.000000,3.000000,3,1.000000
SWQ|LTN,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|LUX,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|MAD,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|MUC,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|NCE,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|OAK,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|PBI,11.000000,2,5.500000,26.000000,2,13.000000,2.000000,2,1.000000
SWQ|RDU,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|RSW,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|SAN,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|SAT,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|SFO,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|SJC,22.000000,5,4.400000,65.000000,5,13.000000,5.000000,5,1.000000
SWQ|TEB,8.000000,2,4.000000,26.000000,2,13.000000,2.000000,2,1.000000
SWQ|TPA,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|VNY,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|YQG,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
SWQ|ZAZ,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
SY|CHS,5.000000,1,5.000000,186.000000,1,186.000000,1.000000,1,1.000000
SY|IND,9.000000,1,9.000000,186.000000,1,186.000000,1.000000,1,1.000000
SY|MKE,1.000000,1,1.000000,372.000000,1,372.000000,2.000000,1,2.000000
TEQ|AGP,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
TEQ|ALB,5.000000,1,5.000000,5.000000,1,5.000000,1.000000,1,1.000000
TEQ|BNA,2.000000,1,2.000000,15.000000,1,15.000000,1.000000,1,1.000000
TEQ|BRU,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000
TEQ|CLE,6.000000,1,6.000000,6.000000,1,6.000000,1.000000,1,1.000000
TEQ|FAB,16.000000,4,4.000000,57.000000,4,14.250000,4.000000,4,1.000000
TEQ|GLA,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
TEQ|HAM,6.000000,1,6.000000,6.000000,1,6.000000,1.000000,1,1.000000
TEQ|HPN,6.000000,2,3.000000,27.000000,2,13.500000,2.000000,2,1.000000
TEQ|IAD,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
TEQ|LAS,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
TEQ|LBG,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
TEQ|LGW,7.000000,1,7.000000,12.000000,1,12.000000,1.000000,1,1.000000
TEQ|LPL,5.000000,1,5.000000,12.000000,1,12.000000,1.000000,1,1.000000
TEQ|MAD,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
TEQ|NCE,5.000000,2,2.500000,5.000000,2,2.500000,2.000000,2,1.000000
TEQ|ORL,5.000000,1,5.000000,12.000000,1,12.000000,1.000000,1,1.000000
TEQ|PBI,6.000000,2,3.000000,28.000000,2,14.000000,2.000000,2,1.000000
TEQ|PSP,8.000000,1,8.000000,12.000000,1,12.000000,1.000000,1,1.000000
TEQ|SNN,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
TEQ|SVD,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
TEQ|TEB,14.000000,6,2.333333,74.000000,6,12.333333,6.000000,6,1.000000
TEQ|ZAG,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
TEQ|ZAZ,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
TIQ|ATH,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
TIQ|HOU,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
TIQ|HPN,21.000000,5,4.200000,65.000000,5,13.000000,5.000000,5,1.000000
TIQ|LAX,7.000000,2,3.500000,26.000000,2,13.000000,2.000000,2,1.000000
TIQ|LBG,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
TIQ|PSP,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
TIQ|TEB,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
TIQ|TLC,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
TQ|AXA,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
TQ|BDL,7.000000,1,7.000000,8.000000,1,8.000000,1.000000,1,1.000000
TQ|HPN,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
TQ|JAC,4.000000,1,4.000000,8.000000,1,8.000000,1.000000,1,1.000000
TQ|MDW,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
TQ|OPF,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
TQ|PDK,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
TQ|PSP,5.000000,1,5.000000,8.000000,1,8.000000,1.000000,1,1.000000
TQ|T6X,8.000000,1,8.000000,8.000000,1,8.000000,1.000000,1,1.000000
TQ|TEB,3.000000,1,3.000000,8.000000,1,8.000000,1.000000,1,1.000000
TQ|VA4,5.000000,1,5.000000,8.000000,1,8.000000,1.000000,1,1.000000
UA|AUA,9.000000,1,9.000000,179.000000,1,179.000000,1.000000,1,1.000000
UA|AUS,4.000000,1,4.000000,126.000000,1,126.000000,1.000000,1,1.000000
UA|BHM,7.000000,1,7.000000,179.000000,1,179.000000,1.000000,1,1.000000
UA|BWI,8.000000,1,8.000000,243.000000,1,243.000000,1.000000,1,1.000000
UA|DEN,30.000000,5,6.000000,956.000000,5,191.200000,5.000000,5,1.000000
UA|DFW,6.000000,1,6.000000,126.000000,1,126.000000,1.000000,1,1.000000
UA|DTW,3.000000,1,3.000000,179.000000,1,179.000000,1.000000,1,1.000000
UA|EWR,12.000000,2,6.000000,276.000000,2,138.000000,2.000000,2,1.000000
UA|FCA,2.000000,1,2.000000,126.000000,1,126.000000,1.000000,1,1.000000
UA|GDL,3.000000,1,3.000000,126.000000,1,126.000000,1.000000,1,1.000000
UA|HNL,9.000000,1,9.000000,257.000000,1,257.000000,1.000000,1,1.000000
UA|IAD,18.000000,3,6.000000,511.000000,3,170.333333,3.000000,3,1.000000
UA|LAS,9.000000,1,9.000000,150.000000,1,150.000000,1.000000,1,1.000000
UA|LAX,11.000000,3,3.666667,482.000000,3,160.666667,3.000000,3,1.000000
UA|MCO,1.000000,1,1.000000,126.000000,1,126.000000,1.000000,1,1.000000
UA|MEX,4.000000,1,4.000000,126.000000,1,126.000000,1.000000,1,1.000000
UA|ORD,6.000000,2,3.000000,329.000000,2,164.500000,2.000000,2,1.000000
UA|SAT,3.000000,1,3.000000,126.000000,1,126.000000,1.000000,1,1.000000
UA|SDF,3.000000,1,3.000000,179.000000,1,179.000000,1.000000,1,1.000000
UA|SFO,9.000000,1,9.000000,166.000000,1,166.000000,1.000000,1,1.000000
UA|SIN,9.000000,1,9.000000,257.000000,1,257.000000,1.000000,1,1.000000
UA|STL,6.000000,1,6.000000,166.000000,1,166.000000,1.000000,1,1.000000
UA|TPA,2.000000,1,2.000000,166.000000,1,166.000000,1.000000,1,1.000000
V8|ADQ,5.000000,1,5.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|AET,13.000000,2,6.500000,18.000000,2,9.000000,2.000000,2,1.000000
V8|AIN,14.000000,2,7.000000,18.000000,2,9.000000,2.000000,2,1.000000
V8|AKN,71.000000,10,7.100000,132.000000,10,13.200000,15.000000,10,1.500000
V8|ANC,325.000000,48,6.770833,558.000000,48,11.625000,62.000000,48,1.291667
V8|ANI,7.000000,1,7.000000,45.000000,1,45.000000,5.000000,1,5.000000
V8|ARC,5.000000,1,5.000000,18.000000,1,18.000000,2.000000,1,2.000000
V8|AUK,4.000000,1,4.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|BET,8.000000,1,8.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|CDB,18.000000,2,9.000000,18.000000,2,9.000000,2.000000,2,1.000000
V8|CHU,8.000000,1,8.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|DLG,35.000000,8,4.375000,66.000000,8,8.250000,8.000000,8,1.000000
V8|DUT,9.000000,1,9.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|ENA,14.000000,5,2.800000,45.000000,5,9.000000,5.000000,5,1.000000
V8|FAI,6.000000,1,6.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|HCR,8.000000,2,4.000000,27.000000,2,13.500000,3.000000,2,1.500000
V8|HOM,2.000000,1,2.000000,27.000000,1,27.000000,3.000000,1,3.000000
V8|HPB,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|IAN,6.000000,1,6.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|IGG,97.000000,34,2.852941,507.000000,34,14.911765,80.000000,34,2.352941
V8|ILI,486.000000,117,4.153846,4059.000000,117,34.692308,641.000000,117,5.478632
V8|KGK,25.000000,5,5.000000,33.000000,5,6.600000,5.000000,5,1.000000
V8|KKI,17.000000,2,8.500000,18.000000,2,9.000000,2.000000,2,1.000000
V8|KLG,9.000000,1,9.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|KLL,5.000000,2,2.500000,18.000000,2,9.000000,3.000000,2,1.500000
V8|KLN,18.000000,3,6.000000,54.000000,3,18.000000,6.000000,3,2.000000
V8|KNK,145.000000,45,3.222222,957.000000,45,21.266667,149.000000,45,3.311111
V8|KNW,45.000000,5,9.000000,45.000000,5,9.000000,5.000000,5,1.000000
V8|KOT,7.000000,1,7.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|KSM,13.000000,3,4.333333,27.000000,3,9.000000,3.000000,3,1.000000
V8|KVC,9.000000,1,9.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|LKK,8.000000,1,8.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|MCG,8.000000,1,8.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|MLL,18.000000,3,6.000000,27.000000,3,9.000000,3.000000,3,1.000000
V8|MOU,7.000000,1,7.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|NLG,7.000000,1,7.000000,18.000000,1,18.000000,2.000000,1,2.000000
V8|NNL,192.000000,45,4.266667,1479.000000,45,32.866667,229.000000,45,5.088889
V8|PDB,74.000000,24,3.083333,420.000000,24,17.500000,65.000000,24,2.708333
V8|PIP,3.000000,1,3.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|PML,10.000000,2,5.000000,36.000000,2,18.000000,4.000000,2,2.000000
V8|PTA,113.000000,35,3.228571,843.000000,35,24.085714,138.000000,35,3.942857
V8|PTH,4.000000,1,4.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|PTU,4.000000,1,4.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|QQB,11.000000,2,5.500000,18.000000,2,9.000000,2.000000,2,1.000000
V8|RSH,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|SDP,27.000000,3,9.000000,27.000000,3,9.000000,3.000000,3,1.000000
V8|SHG,6.000000,1,6.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|SXP,7.000000,1,7.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|TLT,7.000000,1,7.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|TOG,8.000000,1,8.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|UNK,1.000000,1,1.000000,9.000000,1,9.000000,1.000000,1,1.000000
V8|WWA,7.000000,1,7.000000,9.000000,1,9.000000,1.000000,1,1.000000
VB|CUN,13.000000,2,6.500000,372.000000,2,186.000000,2.000000,2,1.000000
VC|ANC,12.000000,2,6.000000,180.000000,2,90.000000,4.000000,2,2.000000
VC|CDB,43.000000,10,4.300000,3556.000000,10,355.600000,81.000000,10,8.100000
VC|SDP,19.000000,8,2.375000,1812.000000,8,226.500000,41.000000,8,5.125000
VI|VQS,8.000000,1,8.000000,45.000000,1,45.000000,5.000000,1,5.000000
VJT|ABZ,11.000000,2,5.500000,28.000000,2,14.000000,2.000000,2,1.000000
VJT|ACK,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|ACY,20.000000,3,6.666667,42.000000,3,14.000000,3.000000,3,1.000000
VJT|ADS,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|ADW,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|AEY,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|AGP,56.000000,12,4.666667,182.000000,12,15.166667,13.000000,12,1.083333
VJT|AHO,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|AKL,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|ALG,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|AMS,47.000000,10,4.700000,140.000000,10,14.000000,10.000000,10,1.000000
VJT|ANC,72.000000,18,4.000000,252.000000,18,14.000000,18.000000,18,1.000000
VJT|ANU,54.000000,8,6.750000,112.000000,8,14.000000,8.000000,8,1.000000
VJT|APA,8.000000,2,4.000000,28.000000,2,14.000000,2.000000,2,1.000000
VJT|APC,13.000000,4,3.250000,56.000000,4,14.000000,4.000000,4,1.000000
VJT|APF,7.000000,2,3.500000,28.000000,2,14.000000,2.000000,2,1.000000
VJT|APW,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|ARN,18.000000,4,4.500000,56.000000,4,14.000000,4.000000,4,1.000000
VJT|ASE,10.000000,4,2.500000,56.000000,4,14.000000,4.000000,4,1.000000
VJT|ASK,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|ATH,51.000000,14,3.642857,210.000000,14,15.000000,15.000000,14,1.071429
VJT|ATL,33.000000,6,5.500000,84.000000,6,14.000000,6.000000,6,1.000000
VJT|AUH,13.000000,2,6.500000,28.000000,2,14.000000,2.000000,2,1.000000
VJT|AUS,82.000000,18,4.555556,252.000000,18,14.000000,18.000000,18,1.000000
VJT|AVN,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|AXA,29.000000,9,3.222222,140.000000,9,15.555556,10.000000,9,1.111111
VJT|AZI,71.000000,12,5.916667,182.000000,12,15.166667,13.000000,12,1.083333
VJT|BCN,40.000000,15,2.666667,210.000000,15,14.000000,15.000000,15,1.000000
VJT|BCT,26.000000,9,2.888889,126.000000,9,14.000000,9.000000,9,1.000000
VJT|BDA,51.000000,10,5.100000,140.000000,10,14.000000,10.000000,10,1.000000
VJT|BDR,12.000000,3,4.000000,42.000000,3,14.000000,3.000000,3,1.000000
VJT|BED,112.000000,29,3.862069,420.000000,29,14.482759,30.000000,29,1.034483
VJT|BFI,35.000000,11,3.181818,154.000000,11,14.000000,11.000000,11,1.000000
VJT|BGI,27.000000,7,3.857143,98.000000,7,14.000000,7.000000,7,1.000000
VJT|BGO,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|BGY,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|BHD,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|BHM,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|BHX,26.000000,6,4.333333,84.000000,6,14.000000,6.000000,6,1.000000
VJT|BIO,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|BJC,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|BJV,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|BKL,9.000000,2,4.500000,28.000000,2,14.000000,2.000000,2,1.000000
VJT|BLI,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|BLM,13.000000,3,4.333333,42.000000,3,14.000000,3.000000,3,1.000000
VJT|BLQ,13.000000,5,2.600000,70.000000,5,14.000000,5.000000,5,1.000000
VJT|BNA,51.000000,9,5.666667,126.000000,9,14.000000,9.000000,9,1.000000
VJT|BOG,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
VJT|BOH,14.000000,3,4.666667,42.000000,3,14.000000,3.000000,3,1.000000
VJT|BOS,186.000000,44,4.227273,616.000000,44,14.000000,44.000000,44,1.000000
VJT|BQH,33.000000,8,4.125000,112.000000,8,14.000000,8.000000,8,1.000000
