CARRIER|ORIGIN|REGION,PASSENGERS_Sum,PASSENGERS_Count,PASSENGERS_Mean,SEATS_Sum,SEATS_Count,SEATS_Mean,DEPARTURES_PERFORMED_Sum,DEPARTURES_PERFORMED_Count,DEPARTURES_PERFORMED_Mean
PT|TYS|D,32020.000000,23,1392.173913,36550.000000,23,1589.130435,731.000000,23,31.782609
PT|YQB|D,1328.000000,2,664.000000,1400.000000,2,700.000000,28.000000,2,14.000000
PT|YUL|D,40778.000000,14,2912.714286,45500.000000,14,3250.000000,910.000000,14,65.000000
PT|YYZ|D,53918.000000,13,4147.538462,63650.000000,13,4896.153846,1273.000000,13,97.923077
PY|AUA|I,5391.000000,7,770.142857,13410.000000,7,1915.714286,90.000000,7,12.857143
PY|GEO|I,10459.000000,7,1494.142857,13857.000000,7,1979.571429,93.000000,7,13.285714
PY|MIA|I,15776.000000,14,1126.857143,27267.000000,14,1947.642857,183.000000,14,13.071429
Q5|ANC|D,6.000000,2,3.000000,20.000000,2,10.000000,5.000000,2,2.500000
Q5|CKX|D,12.000000,13,0.923077,404.000000,13,31.076923,101.000000,13,7.769231
Q5|CZN|D,125.000000,24,5.208333,474.000000,24,19.750000,121.000000,24,5.041667
Q5|EAA|D,5.000000,2,2.500000,12.000000,2,6.000000,3.000000,2,1.500000
Q5|FAI|D,176.000000,23,7.652174,600.000000,23,26.086957,150.000000,23,6.521739
Q5|HKB|D,116.000000,18,6.444444,548.000000,18,30.444444,137.000000,18,7.611111
Q5|TKJ|D,394.000000,73,5.397260,1517.000000,73,20.780822,382.000000,73,5.232877
Q6|GUA|I,40878.000000,24,1703.250000,53839.000000,24,2243.291667,347.000000,24,14.458333
Q6|IAD|I,588.000000,5,117.600000,797.000000,5,159.400000,5.000000,5,1.000000
Q6|JFK|I,7275.000000,13,559.615385,10451.000000,13,803.923077,63.000000,13,4.846154
Q6|LAX|I,38867.000000,24,1619.458333,53839.000000,24,2243.291667,347.000000,24,14.458333
Q6|SAL|I,9458.000000,17,556.352941,11104.000000,17,653.176471,67.000000,17,3.941176
QFX|ACH|I,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|AGS|I,2.000000,2,1.000000,28.000000,2,14.000000,2.000000,2,1.000000
QFX|ANC|I,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|ANU|I,0.000000,1,0.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|BGR|I,3.000000,2,1.500000,23.000000,2,11.500000,2.000000,2,1.000000
QFX|BJC|I,16.000000,2,8.000000,28.000000,2,14.000000,2.000000,2,1.000000
QFX|BKL|I,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|BNA|I,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|BOI|I,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|BOS|I,5.000000,2,2.500000,28.000000,2,14.000000,2.000000,2,1.000000
QFX|BUD|I,5.000000,2,2.500000,27.000000,2,13.500000,2.000000,2,1.000000
QFX|CLT|I,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|CUN|I,0.000000,1,0.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|DEN|I,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|DTW|I,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|EWR|I,15.000000,2,7.500000,27.000000,2,13.500000,2.000000,2,1.000000
QFX|FAB|I,4.000000,3,1.333333,40.000000,3,13.333333,3.000000,3,1.000000
QFX|FLL|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|FRG|I,0.000000,2,0.000000,27.000000,2,13.500000,3.000000,2,1.500000
QFX|GFK|I,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|GTF|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|GVA|I,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|IAD|I,79.000000,16,4.937500,218.000000,16,13.625000,16.000000,16,1.000000
QFX|IAH|I,17.000000,8,2.125000,104.000000,8,13.000000,8.000000,8,1.000000
QFX|IST|I,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|KEF|I,0.000000,2,0.000000,18.000000,2,9.000000,2.000000,2,1.000000
QFX|LAS|I,1.000000,3,0.333333,41.000000,3,13.666667,3.000000,3,1.000000
QFX|LAX|I,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|LBG|I,19.000000,5,3.800000,68.000000,5,13.600000,5.000000,5,1.000000
QFX|LEB|I,21.000000,3,7.000000,42.000000,3,14.000000,3.000000,3,1.000000
QFX|LTN|I,7.000000,2,3.500000,27.000000,2,13.500000,2.000000,2,1.000000
QFX|LYS|I,0.000000,1,0.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|MAD|I,11.000000,1,11.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|MCO|I,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|MDW|I,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|MIA|I,5.000000,2,2.500000,27.000000,2,13.500000,2.000000,2,1.000000
QFX|MKE|I,6.000000,2,3.000000,28.000000,2,14.000000,2.000000,2,1.000000
QFX|MRY|I,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|MSP|I,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|MXP|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|NCE|I,14.000000,4,3.500000,52.000000,4,13.000000,4.000000,4,1.000000
QFX|OPF|I,40.000000,11,3.636364,148.000000,11,13.454545,11.000000,11,1.000000
QFX|OSH|I,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|PBI|I,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|PDK|I,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|PHL|I,15.000000,2,7.500000,27.000000,2,13.500000,2.000000,2,1.000000
QFX|PIE|I,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|PRG|I,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|PSP|I,0.000000,1,0.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|PWK|I,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|RDU|I,9.000000,1,9.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|RIC|I,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|RSW|I,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|SAV|I,0.000000,1,0.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|SFO|I,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|SID|I,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|SJC|I,21.000000,3,7.000000,41.000000,3,13.666667,3.000000,3,1.000000
QFX|SJD|I,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|SKB|I,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
QFX|SUN|I,29.000000,4,7.250000,56.000000,4,14.000000,4.000000,4,1.000000
QFX|TEB|I,62.000000,15,4.133333,219.000000,15,14.600000,19.000000,15,1.266667
QFX|TER|I,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|TOS|I,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|TTN|I,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|VIE|I,0.000000,1,0.000000,13.000000,1,13.000000,1.000000,1,1.000000
QFX|VNY|I,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|YQX|I,1.000000,1,1.000000,9.000000,1,9.000000,1.000000,1,1.000000
QFX|YVR|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
QFX|YYZ|I,0.000000,1,0.000000,14.000000,1,14.000000,1.000000,1,1.000000
QF|AKL|I,37760.000000,11,3432.727273,47345.000000,11,4304.090909,202.000000,11,18.363636
QF|ANC|I,0.000000,23,0.000000,0.000000,23,0.000000,145.000000,23,6.304348
QF|BNE|I,57731.000000,13,4440.846154,72204.000000,13,5554.153846,309.000000,13,23.769231
QF|DFW|I,82710.000000,34,2432.647059,103929.000000,34,3056.735294,477.000000,34,14.029412
QF|HNL|I,51300.000000,53,967.924528,62487.000000,53,1179.000000,390.000000,53,7.358491
QF|IAH|I,236.000000,1,236.000000,236.000000,1,236.000000,1.000000,1,1.000000
QF|JFK|I,34275.000000,31,1105.645161,43273.000000,31,1395.903226,294.000000,31,9.483871
QF|LAX|I,258216.000000,71,3636.845070,338495.000000,71,4767.535211,1099.000000,71,15.478873
QF|MEL|I,110538.000000,33,3349.636364,141783.000000,33,4296.454545,501.000000,33,15.181818
QF|ORD|I,0.000000,42,0.000000,0.000000,42,0.000000,148.000000,42,3.523810
QF|PVG|I,0.000000,11,0.000000,0.000000,11,0.000000,144.000000,11,13.090909
QF|SFO|I,22607.000000,12,1883.916667,31437.000000,12,2619.750000,135.000000,12,11.250000
QF|SYD|I,264036.000000,63,4191.047619,332017.000000,63,5270.111111,1051.000000,63,16.682540
QF|YVR|I,220.000000,1,220.000000,236.000000,1,236.000000,1.000000,1,1.000000
QK|ATL|I,67032.000000,32,2094.750000,94392.000000,32,2949.750000,1242.000000,32,38.812500
QK|AUS|I,370.000000,2,185.000000,380.000000,2,190.000000,5.000000,2,2.500000
QK|BDL|I,13939.000000,22,633.590909,20344.000000,22,924.727273,270.000000,22,12.272727
QK|BNA|I,6647.000000,7,949.571429,7372.000000,7,1053.142857,97.000000,7,13.857143
QK|BOS|I,106757.000000,56,1906.375000,132548.000000,56,2366.928571,1737.000000,56,31.017857
QK|BTV|I,0.000000,2,0.000000,306.000000,2,153.000000,4.000000,2,2.000000
QK|BWI|I,4461.000000,3,1487.000000,6764.000000,3,2254.666667,89.000000,3,29.666667
QK|CHS|I,9619.000000,10,961.900000,14668.000000,10,1466.800000,193.000000,10,19.300000
QK|CLE|I,27421.000000,22,1246.409091,42200.000000,22,1918.181818,558.000000,22,25.363636
QK|CLT|I,39339.000000,19,2070.473684,56088.000000,19,2952.000000,738.000000,19,38.842105
QK|CMH|I,22944.000000,14,1638.857143,31664.000000,14,2261.714286,418.000000,14,29.857143
QK|CVG|I,25958.000000,21,1236.095238,37550.000000,21,1788.095238,504.000000,21,24.000000
QK|DCA|I,153419.000000,69,2223.463768,210408.000000,69,3049.391304,2800.000000,69,40.579710
QK|DEN|I,20414.000000,11,1855.818182,26828.000000,11,2438.909091,353.000000,11,32.090909
QK|DFW|I,7012.000000,7,1001.714286,8360.000000,7,1194.285714,110.000000,7,15.714286
QK|DTW|I,55357.000000,42,1318.023810,92584.000000,42,2204.380952,1249.000000,42,29.738095
QK|EWR|I,229956.000000,85,2705.364706,290862.000000,85,3421.905882,3848.000000,85,45.270588
QK|IAD|I,62412.000000,40,1560.300000,82006.000000,40,2050.150000,1080.000000,40,27.000000
QK|IND|I,15059.000000,19,792.578947,21632.000000,19,1138.526316,286.000000,19,15.052632
QK|JFK|I,61147.000000,24,2547.791667,77976.000000,24,3249.000000,1026.000000,24,42.750000
QK|LAX|I,5312.000000,3,1770.666667,5548.000000,3,1849.333333,73.000000,3,24.333333
QK|LGA|I,322058.000000,51,6314.862745,392462.000000,51,7695.333333,5165.000000,51,101.274510
QK|MCI|I,7039.000000,5,1407.800000,8740.000000,5,1748.000000,115.000000,5,23.000000
QK|MSP|I,69434.000000,38,1827.210526,101484.000000,38,2670.631579,1336.000000,38,35.157895
QK|MSY|I,3526.000000,6,587.666667,4712.000000,6,785.333333,62.000000,6,10.333333
QK|ORD|I,59459.000000,25,2378.360000,71668.000000,25,2866.720000,943.000000,25,37.720000
QK|PDX|I,76014.000000,13,5847.230769,99528.000000,13,7656.000000,1276.000000,13,98.153846
QK|PHL|I,79698.000000,45,1771.066667,107130.000000,45,2380.666667,1412.000000,45,31.377778
QK|PHX|I,21549.000000,10,2154.900000,24548.000000,10,2454.800000,323.000000,10,32.300000
QK|PIT|I,38276.000000,38,1007.263158,58766.000000,38,1546.473684,779.000000,38,20.500000
QK|RDU|I,56690.000000,34,1667.352941,74522.000000,34,2191.823529,985.000000,34,28.970588
QK|ROC|I,0.000000,1,0.000000,76.000000,1,76.000000,1.000000,1,1.000000
QK|SAN|I,60878.000000,12,5073.166667,70528.000000,12,5877.333333,928.000000,12,77.333333
QK|SEA|I,93015.000000,20,4650.750000,123084.000000,20,6154.200000,1583.000000,20,79.150000
QK|SFO|I,46498.000000,24,1937.416667,54796.000000,24,2283.166667,721.000000,24,30.041667
QK|SMF|I,27204.000000,12,2267.000000,35796.000000,12,2983.000000,471.000000,12,39.250000
QK|STL|I,39466.000000,34,1160.764706,53376.000000,34,1569.882353,703.000000,34,20.676471
QK|YBG|I,0.000000,1,0.000000,76.000000,1,76.000000,1.000000,1,1.000000
QK|YEG|I,17545.000000,10,1754.500000,20900.000000,10,2090.000000,275.000000,10,27.500000
QK|YHZ|I,31848.000000,21,1516.571429,39616.000000,21,1886.476190,508.000000,21,24.190476
QK|YOW|I,20237.000000,23,879.869565,31330.000000,23,1362.173913,468.000000,23,20.347826
QK|YQB|I,78.000000,1,78.000000,78.000000,1,78.000000,1.000000,1,1.000000
QK|YUL|I,546630.000000,273,2002.307692,730112.000000,273,2674.402930,9631.000000,273,35.278388
QK|YVR|I,326348.000000,93,3509.118280,421898.000000,93,4536.537634,5481.000000,93,58.935484
QK|YYZ|I,976076.000000,443,2203.331828,1306294.000000,443,2948.744921,17232.000000,443,38.898420
QR|ATL|I,94482.000000,10,9448.200000,102004.000000,10,10200.400000,305.000000,10,30.500000
QR|BOS|I,99651.000000,10,9965.100000,112652.000000,10,11265.200000,394.000000,10,39.400000
QR|DFW|I,183341.000000,10,18334.100000,194462.000000,10,19446.200000,605.000000,10,60.500000
QR|DOH|I,1438070.000000,110,13073.363636,1576800.000000,110,14334.545455,4614.000000,110,41.945455
QR|IAD|I,156707.000000,10,15670.700000,180072.000000,10,18007.200000,534.000000,10,53.400000
QR|IAH|I,91812.000000,10,9181.200000,99362.000000,10,9936.200000,305.000000,10,30.500000
QR|JFK|I,262312.000000,10,26231.200000,305460.000000,10,30546.000000,895.000000,10,89.500000
QR|LAX|I,119888.000000,10,11988.800000,130536.000000,10,13053.600000,357.000000,10,35.700000
QR|MIA|I,119681.000000,10,11968.100000,133652.000000,10,13365.200000,305.000000,10,30.500000
QR|ORD|I,102331.000000,10,10233.100000,108959.000000,10,10895.900000,305.000000,10,30.500000
QR|SEA|I,102181.000000,10,10218.100000,108946.000000,10,10894.600000,305.000000,10,30.500000
QR|SFO|I,91392.000000,10,9139.200000,100984.000000,10,10098.400000,304.000000,10,30.400000
QT|BAQ|I,0.000000,4,0.000000,0.000000,4,0.000000,6.000000,4,1.500000
QT|BOG|I,0.000000,16,0.000000,0.000000,16,0.000000,1074.000000,16,67.125000
QT|EZE|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
QT|GUA|I,0.000000,3,0.000000,0.000000,3,0.000000,3.000000,3,1.000000
QT|JFK|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
QT|LAX|I,0.000000,3,0.000000,0.000000,3,0.000000,5.000000,3,1.666667
QT|LIM|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
QT|MDE|I,0.000000,13,0.000000,0.000000,13,0.000000,568.000000,13,43.692308
QT|MIA|I,0.000000,204,0.000000,0.000000,204,0.000000,2329.000000,204,11.416667
QT|NLU|I,0.000000,2,0.000000,0.000000,2,0.000000,10.000000,2,5.000000
QT|PTY|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
QT|SAL|I,0.000000,11,0.000000,0.000000,11,0.000000,71.000000,11,6.454545
QT|SAP|I,0.000000,5,0.000000,0.000000,5,0.000000,12.000000,5,2.400000
QT|SCL|I,0.000000,11,0.000000,0.000000,11,0.000000,160.000000,11,14.545455
QT|SDQ|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
QT|SJO|I,0.000000,11,0.000000,0.000000,11,0.000000,87.000000,11,7.909091
QT|SJU|I,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
QT|UIO|I,0.000000,11,0.000000,0.000000,11,0.000000,355.000000,11,32.272727
QX|ABQ|D,25783.000000,15,1718.866667,29108.000000,15,1940.533333,383.000000,15,25.533333
QX|AKN|D,9861.000000,14,704.357143,21888.000000,14,1563.428571,288.000000,14,20.571429
QX|ALW|D,10019.000000,3,3339.666667,12996.000000,3,4332.000000,171.000000,3,57.000000
QX|AMA|D,75.000000,1,75.000000,76.000000,1,76.000000,1.000000,1,1.000000
QX|ANC|D,228073.000000,110,2073.390909,310992.000000,110,2827.200000,4092.000000,110,37.200000
QX|BET|D,3883.000000,9,431.444444,7448.000000,9,827.555556,98.000000,9,10.888889
QX|BIL|D,71613.000000,23,3113.608696,84816.000000,23,3687.652174,1116.000000,23,48.521739
QX|BOI|D,258447.000000,107,2415.392523,320340.000000,107,2993.831776,4215.000000,107,39.392523
QX|BRW|D,2002.000000,12,166.833333,3572.000000,12,297.666667,47.000000,12,3.916667
QX|BUR|D,17248.000000,24,718.666667,19228.000000,24,801.166667,253.000000,24,10.541667
QX|BZN|D,51056.000000,36,1418.222222,63004.000000,36,1750.111111,829.000000,36,23.027778
QX|DFW|D,188.000000,2,94.000000,304.000000,2,152.000000,4.000000,2,2.000000
QX|DLG|D,16227.000000,11,1475.181818,25308.000000,11,2300.727273,333.000000,11,30.272727
QX|EAT|D,44447.000000,12,3703.916667,55024.000000,12,4585.333333,724.000000,12,60.333333
QX|ELP|D,23614.000000,14,1686.714286,27664.000000,14,1976.000000,364.000000,14,26.000000
QX|EUG|D,86775.000000,30,2892.500000,103512.000000,30,3450.400000,1362.000000,30,45.400000
QX|FAI|D,117210.000000,13,9016.153846,142272.000000,13,10944.000000,1872.000000,13,144.000000
QX|FAT|D,14072.000000,12,1172.666667,15808.000000,12,1317.333333,208.000000,12,17.333333
QX|FCA|D,70966.000000,15,4731.066667,84208.000000,15,5613.866667,1108.000000,15,73.866667
QX|GEG|D,215736.000000,59,3656.542373,265620.000000,59,4502.033898,3495.000000,59,59.237288
QX|GTF|D,20374.000000,9,2263.777778,26068.000000,9,2896.444444,343.000000,9,38.111111
QX|HDN|D,2099.000000,4,524.750000,3192.000000,4,798.000000,42.000000,4,10.500000
QX|HLN|D,21586.000000,11,1962.363636,28804.000000,11,2618.545455,379.000000,11,34.454545
QX|ICT|D,20534.000000,12,1711.166667,24092.000000,12,2007.666667,317.000000,12,26.416667
QX|IDA|D,38435.000000,15,2562.333333,46284.000000,15,3085.600000,609.000000,15,40.600000
QX|LAS|D,99921.000000,60,1665.350000,114000.000000,60,1900.000000,1500.000000,60,25.000000
QX|LAX|D,131187.000000,94,1395.606383,159448.000000,94,1696.255319,2098.000000,94,22.319149
QX|MCI|D,15172.000000,8,1896.500000,16720.000000,8,2090.000000,220.000000,8,27.500000
QX|MFR|D,131902.000000,38,3471.105263,159524.000000,38,4198.000000,2099.000000,38,55.236842
QX|MRY|D,8079.000000,7,1154.142857,9956.000000,7,1422.285714,131.000000,7,18.714286
QX|MSO|D,76729.000000,27,2841.814815,93024.000000,27,3445.333333,1224.000000,27,45.333333
QX|MSP|D,16510.000000,10,1651.000000,19304.000000,10,1930.400000,254.000000,10,25.400000
QX|OAK|D,68635.000000,30,2287.833333,78128.000000,30,2604.266667,1028.000000,30,34.266667
QX|OMA|D,71.000000,1,71.000000,76.000000,1,76.000000,1.000000,1,1.000000
QX|OME|D,17176.000000,12,1431.333333,26448.000000,12,2204.000000,348.000000,12,29.000000
QX|ONT|D,37577.000000,21,1789.380952,41420.000000,21,1972.380952,545.000000,21,25.952381
QX|ORD|D,304.000000,1,304.000000,380.000000,1,380.000000,5.000000,1,5.000000
QX|OTZ|D,17918.000000,12,1493.166667,25840.000000,12,2153.333333,340.000000,12,28.333333
QX|PAE|D,129593.000000,80,1619.912500,145008.000000,80,1812.600000,1908.000000,80,23.850000
QX|PDX|D,793342.000000,313,2534.638978,959424.000000,313,3065.252396,12624.000000,313,40.332268
QX|PHX|D,47233.000000,36,1312.027778,52288.000000,36,1452.444444,688.000000,36,19.111111
QX|PSC|D,61930.000000,13,4763.846154,74784.000000,13,5752.615385,984.000000,13,75.692308
QX|PSP|D,15788.000000,19,830.947368,21204.000000,19,1116.000000,279.000000,19,14.684211
QX|PUW|D,61397.000000,22,2790.772727,78280.000000,22,3558.181818,1030.000000,22,46.818182
QX|RDD|D,2990.000000,3,996.666667,4332.000000,3,1444.000000,57.000000,3,19.000000
QX|RDM|D,111095.000000,45,2468.777778,138244.000000,45,3072.088889,1819.000000,45,40.422222
QX|RNO|D,73643.000000,26,2832.423077,92264.000000,26,3548.615385,1214.000000,26,46.692308
QX|SAN|D,69786.000000,69,1011.391304,79344.000000,69,1149.913043,1044.000000,69,15.130435
QX|SBA|D,27937.000000,21,1330.333333,31312.000000,21,1491.047619,412.000000,21,19.619048
QX|SBP|D,17245.000000,12,1437.083333,20596.000000,12,1716.333333,271.000000,12,22.583333
QX|SCC|D,3157.000000,13,242.846154,3724.000000,13,286.461538,49.000000,13,3.769231
QX|SEA|D,1455589.000000,434,3353.891705,1765708.000000,434,4068.451613,23233.000000,434,53.532258
QX|SFO|D,117873.000000,90,1309.700000,136952.000000,90,1521.688889,1802.000000,90,20.022222
QX|SJC|D,52382.000000,39,1343.128205,70604.000000,39,1810.358974,929.000000,39,23.820513
QX|SLC|D,849.000000,2,424.500000,988.000000,2,494.000000,13.000000,2,6.500000
QX|SMF|D,89241.000000,38,2348.447368,103740.000000,38,2730.000000,1365.000000,38,35.921053
QX|SNA|D,37817.000000,33,1145.969697,44612.000000,33,1351.878788,587.000000,33,17.787879
QX|STS|D,39836.000000,26,1532.153846,50312.000000,26,1935.076923,662.000000,26,25.461538
QX|SUN|D,16601.000000,12,1383.416667,22040.000000,12,1836.666667,290.000000,12,24.166667
QX|TUS|D,11924.000000,8,1490.500000,13452.000000,8,1681.500000,177.000000,8,22.125000
QX|YEG|D,17661.000000,9,1962.333333,21660.000000,9,2406.666667,285.000000,9,31.666667
QX|YKM|D,41253.000000,14,2946.642857,54796.000000,14,3914.000000,721.000000,14,51.500000
QX|YVR|D,82106.000000,21,3909.809524,105640.000000,21,5030.476190,1390.000000,21,66.190476
QX|YYC|D,41365.000000,12,3447.083333,47804.000000,12,3983.666667,629.000000,12,52.416667
RJ|AMM|I,177896.000000,36,4941.555556,207230.000000,36,5756.388889,782.000000,36,21.722222
RJ|DTW|I,36778.000000,12,3064.833333,45580.000000,12,3798.333333,172.000000,12,14.333333
RJ|JFK|I,51470.000000,12,4289.166667,62275.000000,12,5189.583333,235.000000,12,19.583333
RJ|ORD|I,82671.000000,12,6889.250000,99375.000000,12,8281.250000,375.000000,12,31.250000
RVQ|ANC|D,1513.000000,24,63.041667,3516.000000,24,146.500000,407.000000,24,16.958333
RVQ|GKN|D,142.000000,12,11.833333,725.000000,12,60.416667,103.000000,12,8.583333
RVQ|MCG|D,1358.000000,12,113.166667,2796.000000,12,233.000000,304.000000,12,25.333333
RV|ATL|I,6740.000000,5,1348.000000,9116.000000,5,1823.200000,66.000000,5,13.200000
RV|AUS|I,32038.000000,23,1392.956522,39644.000000,23,1723.652174,254.000000,23,11.043478
RV|BNA|I,29015.000000,19,1527.105263,35980.000000,19,1893.684211,249.000000,19,13.105263
RV|CLT|I,0.000000,1,0.000000,196.000000,1,196.000000,1.000000,1,1.000000
RV|CUN|I,141.000000,1,141.000000,196.000000,1,196.000000,1.000000,1,1.000000
RV|EWR|I,95.000000,1,95.000000,196.000000,1,196.000000,1.000000,1,1.000000
RV|FLL|I,243346.000000,66,3687.060606,273940.000000,66,4150.606061,1479.000000,66,22.409091
RV|HOG|I,112.000000,1,112.000000,136.000000,1,136.000000,1.000000,1,1.000000
